flag,gid,role,cluster_id,priority_score,metric_value,meaning,evidence,attention
cycle,100000008571433100,peripheral,53,0.420578,2.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 0.",возвратный поток с seed (2 цикл.)
cycle,100000005507142100,peripheral,38,0.42034,2.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 3 плательщиков, 3 получателей, колено 2.",возвратный поток (2 цикл.)
cycle,100000001445848100,peripheral,36,0.419509,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000005268319100,peripheral,1,0.419248,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000001382002100,transit,1,0.415118,1.0,узел входит в направленный возвратный поток,"Признаки транзита: отдал 103% видимого входа; 1→1 связей, быстрый выход 0%.",возвратный поток (1 цикл.)
cycle,100000006169033100,peripheral,43,0.4124,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000000297649100,peripheral,13,0.411532,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000005168487100,peripheral,12,0.410331,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.); повтор одной суммы ×6
cycle,100000004979498100,peripheral,53,0.40903,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток с seed (1 цикл.)
cycle,100000004475818100,peripheral,6,0.408964,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",возвратный поток (1 цикл.); звено сквозной цепочки (1)
cycle,100000000785800100,transit,57,0.406624,1.0,узел входит в направленный возвратный поток,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 100%.",возвратный поток с seed (1 цикл.)
cycle,100000005077484100,peripheral,30,0.406153,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000007939160100,peripheral,45,0.40315,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",возвратный поток с seed (1 цикл.)
cycle,100000008659445100,peripheral,44,0.402997,10.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 3 плательщиков, 4 получателей, колено 0.",возвратный поток с seed (10 цикл.)
cycle,100000000850297100,transit,12,0.402989,1.0,узел входит в направленный возвратный поток,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 100%.",возвратный поток (1 цикл.)
cycle,100000008430691100,peripheral,71,0.400915,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000002796853100,peripheral,64,0.39797,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000008601794100,peripheral,57,0.39675,2.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 0.",возвратный поток с seed (2 цикл.)
cycle,100000006612238100,peripheral,2,0.396586,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000001788284100,peripheral,27,0.39606,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000005820746100,peripheral,25,0.395919,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000004715209100,peripheral,3,0.390822,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000004407753100,peripheral,29,0.390547,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000005342513100,peripheral,2,0.388712,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000002975437100,peripheral,32,0.387478,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000004508696100,peripheral,39,0.38681,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000002394199100,peripheral,11,0.386466,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000002132479100,peripheral,15,0.385776,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000002812641100,peripheral,3,0.383841,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000003237045100,peripheral,5,0.378436,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000005664922100,peripheral,25,0.373732,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000008293431100,peripheral,1,0.372006,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000003148220100,peripheral,60,0.369987,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",возвратный поток с seed (1 цикл.)
cycle,100000001232297100,peripheral,14,0.368319,2.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (2 цикл.)
cycle,100000004552204100,peripheral,33,0.367985,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000005367445100,transit,3,0.366477,1.0,узел входит в направленный возвратный поток,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 100%.",возвратный поток (1 цикл.)
cycle,100000008582730100,transit,18,0.366477,1.0,узел входит в направленный возвратный поток,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 100%.",возвратный поток (1 цикл.)
cycle,100000003934614100,peripheral,35,0.364691,4.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 3.",возвратный поток (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
cycle,100000006385877100,peripheral,3,0.364357,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000001600934100,peripheral,7,0.362355,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000006901046100,peripheral,5,0.361799,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000000580561100,peripheral,45,0.358679,2.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 0.",возвратный поток с seed (2 цикл.)
cycle,100000006534886100,peripheral,5,0.357698,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000008762832100,peripheral,4,0.357218,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000008417359100,peripheral,17,0.344565,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000001439416100,peripheral,1,0.341629,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000002612809100,peripheral,38,0.339235,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000003636627100,peripheral,9,0.337467,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.); 6 входов у порога 5–10 тыс.
cycle,100000008680912100,peripheral,1,0.336332,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000004697956100,transit,9,0.334824,1.0,узел входит в направленный возвратный поток,"Признаки транзита: отдал 100% видимого входа; 1→1 связей, быстрый выход 0%.",возвратный поток (1 цикл.)
cycle,100000004629688100,peripheral,16,0.33383,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000001808684100,peripheral,9,0.332751,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000007689942100,peripheral,18,0.329118,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000002391278100,peripheral,9,0.32627,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.); 4 входов у порога 5–10 тыс.
cycle,100000006656003100,peripheral,2,0.323621,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 1.",возвратный поток с seed (1 цикл.)
cycle,100000006232815100,peripheral,30,0.322897,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 5 получателей, колено 0.",возвратный поток с seed (1 цикл.)
cycle,100000000926766100,peripheral,27,0.320718,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000001893287100,peripheral,9,0.319684,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.); повтор одной суммы ×9; 3 входов у порога 5–10 тыс.
cycle,100000005052998100,peripheral,1,0.317182,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000005264874100,peripheral,38,0.315205,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000000831684100,peripheral,13,0.312177,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000005142492100,peripheral,9,0.301835,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000004765639100,peripheral,1,0.300759,2.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (2 цикл.)
cycle,100000003888271100,peripheral,45,0.299458,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 1.",возвратный поток с seed (1 цикл.)
cycle,100000001740277100,peripheral,11,0.297898,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000008686247100,peripheral,25,0.290091,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000004467157100,peripheral,35,0.286121,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000004321983100,peripheral,9,0.27884,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",возвратный поток (1 цикл.)
cycle,100000008474308100,peripheral,13,0.272309,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000005547096100,peripheral,50,0.270766,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000006912294100,peripheral,3,0.268097,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000004971871100,peripheral,60,0.263441,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 0.",возвратный поток с seed (1 цикл.)
cycle,100000007749092100,peripheral,5,0.258597,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",возвратный поток (1 цикл.)
cycle,100000005041905100,peripheral,2,0.251824,1.0,узел входит в направленный возвратный поток,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",возвратный поток (1 цикл.)
relay_route,100000008603629100,coordinator,7,0.981072,4.0,узел является посредником устойчивого маршрута пересылки,"Гипотеза координации: достижим из 4 seed, 19 плательщиков, мост 0.0018.",возвратный поток с seed (73 цикл.); повторная пересылка за ≤2 дня (4 маршр.); 4 плательщиков в один день; повтор одной суммы ×4; плательщиков больше 99% узлов колена 2
relay_route,100000000437046100,coordinator,1,0.977091,4.0,узел является посредником устойчивого маршрута пересылки,"Гипотеза координации: достижим из 4 seed, 9 плательщиков, мост 0.0008.",возвратный поток с seed (42 цикл.); повторная пересылка за ≤2 дня (4 маршр.); 3 плательщиков в один день; повтор одной суммы ×5
relay_route,100000002398779100,consolidator,1,0.912189,2.0,узел является посредником устойчивого маршрута пересылки,"Признаки консолидации: 13 плательщиков, 1 получателей, входящий поток 1,095,690 KZT.",повторная пересылка за ≤2 дня (2 маршр.); 7 плательщиков в один день; плательщиков больше 99% узлов колена 2
relay_route,100000008710791100,distributor,3,0.910769,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки распределения: 23 получателей против 3 плательщиков, исходящий поток 5,521,511 KZT.",повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000007594394100,consolidator,18,0.901557,3.0,узел является посредником устойчивого маршрута пересылки,"Признаки консолидации: 6 плательщиков, 1 получателей, входящий поток 395,385 KZT.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (3 маршр.); повтор одной суммы ×4
relay_route,100000004299488100,consolidator,1,0.900693,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки консолидации: 6 плательщиков, 2 получателей, входящий поток 1,749,000 KZT.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.); 3 плательщиков в один день; повтор одной суммы ×4
relay_route,100000002957787100,coordinator,1,0.900323,1.0,узел является посредником устойчивого маршрута пересылки,"Гипотеза координации: достижим из 4 seed, 4 плательщиков, мост 0.0026.",возвратный поток с seed (6 цикл.); повторная пересылка за ≤2 дня (1 маршр.); 5 входов у порога 5–10 тыс.
relay_route,100000004070318100,distributor,1,0.879738,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки распределения: 19 получателей против 4 плательщиков, исходящий поток 551,860 KZT.",возвратный поток с seed (41 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×4
relay_route,100000008304139100,distributor,4,0.875222,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки распределения: 24 получателей против 4 плательщиков, исходящий поток 1,692,997 KZT.",возвратный поток с seed (22 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000006518161100,transit,5,0.859849,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки транзита: отдал 100% видимого входа; 3→2 связей, быстрый выход 100%.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000004847758100,distributor,4,0.841915,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки распределения: 15 получателей против 4 плательщиков, исходящий поток 488,800 KZT.",возвратный поток с seed (7 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×6
relay_route,100000006866783100,distributor,1,0.830206,5.0,узел является посредником устойчивого маршрута пересылки,"Признаки распределения: 67 получателей против 13 плательщиков, исходящий поток 3,948,037 KZT.",возвратный поток с seed (93 цикл.); повторная пересылка за ≤2 дня (5 маршр.); 5 плательщиков в один день; повтор одной суммы ×9
relay_route,100000003016635100,distributor,5,0.825536,8.0,узел является посредником устойчивого маршрута пересылки,"Признаки распределения: 73 получателей против 8 плательщиков, исходящий поток 9,414,081 KZT.",возвратный поток с seed (13 цикл.); повторная пересылка за ≤2 дня (8 маршр.); 3 плательщиков в один день; повтор одной суммы ×5; 23 входов у порога 5–10 тыс.
relay_route,100000007593823100,coordinator,1,0.813527,1.0,узел является посредником устойчивого маршрута пересылки,"Гипотеза координации: достижим из 4 seed, 3 плательщиков, мост 0.0002.",возвратный поток (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×10
relay_route,100000007055802100,consolidator,1,0.802891,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки консолидации: 6 плательщиков, 1 получателей, входящий поток 2,024,999 KZT.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.); 4 плательщиков в один день
relay_route,100000004707703100,transit,5,0.787536,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки транзита: отдал 97% видимого входа; 2→5 связей, быстрый выход 67%.",повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000007629096100,consolidator,1,0.785863,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки консолидации: 4 плательщиков, 1 получателей, входящий поток 1,075,170 KZT.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000008686313100,peripheral,1,0.702449,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 6 плательщиков, 7 получателей, колено 1.",возвратный поток с seed (42 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000003701161100,peripheral,24,0.6871,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 4 плательщиков, 3 получателей, колено 1.",возвратный поток (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000005339662100,peripheral,16,0.669312,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 4 плательщиков, 4 получателей, колено 1.",возвратный поток (3 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000003880331100,distributor,7,0.661355,2.0,узел является посредником устойчивого маршрута пересылки,"Признаки распределения: 16 получателей против 1 плательщиков, исходящий поток 3,904,908 KZT.",возвратный поток (3 цикл.); повторная пересылка за ≤2 дня (2 маршр.); повтор одной суммы ×12
relay_route,100000004135268100,transit,53,0.653167,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки транзита: отдал 81% видимого входа; 2→3 связей, быстрый выход 100%.",возвратный поток с seed (3 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000002267998100,peripheral,24,0.620385,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 2 плательщиков, 3 получателей, колено 2.",возвратный поток (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×4
relay_route,100000008637537100,peripheral,41,0.602789,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 3 плательщиков, 3 получателей, колено 0.",возвратный поток с seed (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×8
relay_route,100000008561016100,transit,3,0.589524,1.0,узел является посредником устойчивого маршрута пересылки,"Признаки транзита: отдал 103% видимого входа; 1→1 связей, быстрый выход 100%.",повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000002224132100,peripheral,25,0.587779,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 5 плательщиков, 4 получателей, колено 2.",возвратный поток (8 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×7
relay_route,100000001732159100,peripheral,41,0.582587,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 2 плательщиков, 4 получателей, колено 0.",возвратный поток с seed (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×5
relay_route,100000004906181100,peripheral,37,0.572259,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 1 плательщиков, 7 получателей, колено 3.",повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000008314203100,peripheral,41,0.499081,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 2 плательщиков, 2 получателей, колено 0.",возвратный поток с seed (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.); повтор одной суммы ×5
relay_route,100000008121806100,peripheral,7,0.478709,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 3.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000008418835100,peripheral,16,0.423288,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 1 плательщиков, 4 получателей, колено 0.",повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000008757369100,peripheral,1,0.401123,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",повторная пересылка за ≤2 дня (1 маршр.)
relay_route,100000003934614100,peripheral,35,0.364691,1.0,узел является посредником устойчивого маршрута пересылки,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 3.",возвратный поток (4 цикл.); повторная пересылка за ≤2 дня (1 маршр.)
chain_transit,100000008603629100,coordinator,7,0.981072,18.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 4 seed, 19 плательщиков, мост 0.0018.",возвратный поток с seed (73 цикл.); повторная пересылка за ≤2 дня (4 маршр.); 4 плательщиков в один день; повтор одной суммы ×4; плательщиков больше 99% узлов колена 2
chain_transit,100000000437046100,coordinator,1,0.977091,3.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 4 seed, 9 плательщиков, мост 0.0008.",возвратный поток с seed (42 цикл.); повторная пересылка за ≤2 дня (4 маршр.); 3 плательщиков в один день; повтор одной суммы ×5
chain_transit,100000000331309100,coordinator,6,0.973932,10.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 4 seed, 5 плательщиков, мост 0.0014.",возвратный поток с seed (2 цикл.); звено сквозной цепочки (10); 3 плательщиков в один день; повтор одной суммы ×7
chain_transit,100000008346837100,coordinator,14,0.961321,6.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 6 seed, 9 плательщиков, мост 0.0063.",возвратный поток с seed (7 цикл.); звено сквозной цепочки (6); 4 плательщиков в один день
chain_transit,100000003115284100,consolidator,12,0.958669,2.0,узел является внутренним звеном сквозной цепочки,"Признаки консолидации: 8 плательщиков, 2 получателей, входящий поток 2,160,500 KZT.",возвратный поток (2 цикл.); звено сквозной цепочки (2); 7 плательщиков в один день; плательщиков больше 99% узлов колена 1
chain_transit,100000008477350100,coordinator,1,0.949978,2.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 3 seed, 11 плательщиков, мост 0.0006.",возвратный поток с seed (34 цикл.); звено сквозной цепочки (2); плательщиков больше 99% узлов колена 2
chain_transit,100000001857829100,coordinator,7,0.945212,1.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 3 seed, 6 плательщиков, мост 0.0009.",возвратный поток (6 цикл.); звено сквозной цепочки (1); 3 плательщиков в один день
chain_transit,100000005910114100,coordinator,1,0.943216,5.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 4 seed, 3 плательщиков, мост 0.0035.",возвратный поток с seed (18 цикл.); звено сквозной цепочки (5); повтор одной суммы ×5
chain_transit,100000003242289100,coordinator,17,0.933085,5.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 3 seed, 3 плательщиков, мост 0.0003.",возвратный поток с seed (8 цикл.); звено сквозной цепочки (5)
chain_transit,100000008731444100,distributor,1,0.917438,1.0,узел является внутренним звеном сквозной цепочки,"Признаки распределения: 9 получателей против 3 плательщиков, исходящий поток 879,768 KZT.",звено сквозной цепочки (1)
chain_transit,100000008547948100,coordinator,3,0.917382,1.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 3 seed, 6 плательщиков, мост 0.0004.",возвратный поток (5 цикл.); звено сквозной цепочки (1); 4 плательщиков в один день
chain_transit,100000008489922100,coordinator,3,0.913812,1.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 3 seed, 3 плательщиков, мост 0.0003.",возвратный поток (2 цикл.); звено сквозной цепочки (1); повтор одной суммы ×5
chain_transit,100000002398779100,consolidator,1,0.912189,2.0,узел является внутренним звеном сквозной цепочки,"Признаки консолидации: 13 плательщиков, 1 получателей, входящий поток 1,095,690 KZT.",повторная пересылка за ≤2 дня (2 маршр.); 7 плательщиков в один день; плательщиков больше 99% узлов колена 2
chain_transit,100000008710791100,distributor,3,0.910769,1.0,узел является внутренним звеном сквозной цепочки,"Признаки распределения: 23 получателей против 3 плательщиков, исходящий поток 5,521,511 KZT.",повторная пересылка за ≤2 дня (1 маршр.)
chain_transit,100000004299488100,consolidator,1,0.900693,7.0,узел является внутренним звеном сквозной цепочки,"Признаки консолидации: 6 плательщиков, 2 получателей, входящий поток 1,749,000 KZT.",возвратный поток (1 цикл.); повторная пересылка за ≤2 дня (1 маршр.); 3 плательщиков в один день; повтор одной суммы ×4
chain_transit,100000002957787100,coordinator,1,0.900323,3.0,узел является внутренним звеном сквозной цепочки,"Гипотеза координации: достижим из 4 seed, 4 плательщиков, мост 0.0026.",возвратный поток с seed (6 цикл.); повторная пересылка за ≤2 дня (1 маршр.); 5 входов у порога 5–10 тыс.
chain_transit,100000004400305100,distributor,1,0.886588,13.0,узел является внутренним звеном сквозной цепочки,"Признаки распределения: 82 получателей против 7 плательщиков, исходящий поток 5,830,181 KZT.",возвратный поток с seed (42 цикл.); звено сквозной цепочки (13); повтор одной суммы ×7
