route_id,kind,hop,src,dst,src_role,dst_role,src_cluster,dst_cluster,sum_kzt,n_tx,path
84,chain,2,100000003880331100,100000003684369100,distributor,distributor,7,4,402000.0,4,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001554432100
84,chain,3,100000003684369100,100000001554432100,distributor,terminal,4,4,53920.0,1,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001554432100
85,chain,1,100000003242289100,100000008304139100,coordinator,distributor,17,4,93570.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001554432100
85,chain,2,100000008304139100,100000003684369100,distributor,distributor,4,4,454000.0,10,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001554432100
85,chain,3,100000003684369100,100000001554432100,distributor,terminal,4,4,53920.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001554432100
86,chain,1,100000000331309100,100000004077081100,coordinator,peripheral,6,4,140000.0,1,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000003037660100
86,chain,2,100000004077081100,100000003684369100,peripheral,distributor,4,4,110000.0,2,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000003037660100
86,chain,3,100000003684369100,100000003037660100,distributor,terminal,4,4,53000.0,1,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000003037660100
87,chain,1,100000001857829100,100000003880331100,coordinator,distributor,7,7,100000.0,1,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000003037660100
87,chain,2,100000003880331100,100000003684369100,distributor,distributor,7,4,402000.0,4,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000003037660100
87,chain,3,100000003684369100,100000003037660100,distributor,terminal,4,4,53000.0,1,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000003037660100
88,chain,1,100000003242289100,100000008304139100,coordinator,distributor,17,4,93570.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003037660100
88,chain,2,100000008304139100,100000003684369100,distributor,distributor,4,4,454000.0,10,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003037660100
88,chain,3,100000003684369100,100000003037660100,distributor,terminal,4,4,53000.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003037660100
89,chain,1,100000008346837100,100000005910114100,coordinator,coordinator,14,1,92009.0,1,100000008346837100 → 100000005910114100 → 100000001857829100 → 100000003899325100
89,chain,2,100000005910114100,100000001857829100,coordinator,coordinator,1,7,49035.0,1,100000008346837100 → 100000005910114100 → 100000001857829100 → 100000003899325100
89,chain,3,100000001857829100,100000003899325100,coordinator,terminal,7,7,50120.0,1,100000008346837100 → 100000005910114100 → 100000001857829100 → 100000003899325100
90,chain,1,100000000331309100,100000004077081100,coordinator,peripheral,6,4,140000.0,1,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001194266100
90,chain,2,100000004077081100,100000003684369100,peripheral,distributor,4,4,110000.0,2,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001194266100
90,chain,3,100000003684369100,100000001194266100,distributor,terminal,4,4,50000.0,1,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001194266100
91,chain,1,100000000331309100,100000004077081100,coordinator,peripheral,6,4,140000.0,1,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000006446271100
91,chain,2,100000004077081100,100000003684369100,peripheral,distributor,4,4,110000.0,2,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000006446271100
91,chain,3,100000003684369100,100000006446271100,distributor,terminal,4,4,50000.0,1,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000006446271100
92,chain,1,100000000331309100,100000004077081100,coordinator,peripheral,6,4,140000.0,1,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000008628231100
92,chain,2,100000004077081100,100000003684369100,peripheral,distributor,4,4,110000.0,2,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000008628231100
92,chain,3,100000003684369100,100000008628231100,distributor,peripheral,4,67,50000.0,1,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000008628231100
93,chain,1,100000001857829100,100000003880331100,coordinator,distributor,7,7,100000.0,1,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001194266100
93,chain,2,100000003880331100,100000003684369100,distributor,distributor,7,4,402000.0,4,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001194266100
93,chain,3,100000003684369100,100000001194266100,distributor,terminal,4,4,50000.0,1,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001194266100
94,chain,1,100000001857829100,100000003880331100,coordinator,distributor,7,7,100000.0,1,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000006446271100
94,chain,2,100000003880331100,100000003684369100,distributor,distributor,7,4,402000.0,4,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000006446271100
94,chain,3,100000003684369100,100000006446271100,distributor,terminal,4,4,50000.0,1,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000006446271100
95,chain,1,100000001857829100,100000003880331100,coordinator,distributor,7,7,100000.0,1,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000008628231100
95,chain,2,100000003880331100,100000003684369100,distributor,distributor,7,4,402000.0,4,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000008628231100
95,chain,3,100000003684369100,100000008628231100,distributor,peripheral,4,67,50000.0,1,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000008628231100
96,chain,1,100000001857829100,100000003880331100,coordinator,distributor,7,7,100000.0,1,100000001857829100 → 100000003880331100 → 100000008731444100 → 100000000288317100
96,chain,2,100000003880331100,100000008731444100,distributor,distributor,7,1,94000.0,1,100000001857829100 → 100000003880331100 → 100000008731444100 → 100000000288317100
96,chain,3,100000008731444100,100000000288317100,distributor,peripheral,1,1,50000.0,1,100000001857829100 → 100000003880331100 → 100000008731444100 → 100000000288317100
97,chain,1,100000003242289100,100000008304139100,coordinator,distributor,17,4,93570.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001194266100
97,chain,2,100000008304139100,100000003684369100,distributor,distributor,4,4,454000.0,10,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001194266100
97,chain,3,100000003684369100,100000001194266100,distributor,terminal,4,4,50000.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001194266100
98,chain,1,100000003242289100,100000008304139100,coordinator,distributor,17,4,93570.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000006446271100
98,chain,2,100000008304139100,100000003684369100,distributor,distributor,4,4,454000.0,10,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000006446271100
98,chain,3,100000003684369100,100000006446271100,distributor,terminal,4,4,50000.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000006446271100
99,chain,1,100000003242289100,100000008304139100,coordinator,distributor,17,4,93570.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000008628231100
99,chain,2,100000008304139100,100000003684369100,distributor,distributor,4,4,454000.0,10,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000008628231100
99,chain,3,100000003684369100,100000008628231100,distributor,peripheral,4,67,50000.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000008628231100
100,chain,1,100000003880331100,100000008603629100,distributor,coordinator,7,7,598000.0,6,100000003880331100 → 100000008603629100 → 100000002723538100 → 100000003071930100
100,chain,2,100000008603629100,100000002723538100,coordinator,distributor,7,7,70647.0,1,100000003880331100 → 100000008603629100 → 100000002723538100 → 100000003071930100
100,chain,3,100000002723538100,100000003071930100,distributor,peripheral,7,3,50000.0,1,100000003880331100 → 100000008603629100 → 100000002723538100 → 100000003071930100
101,chain,1,100000004358004100,100000005612411100,distributor,distributor,4,4,65000.0,1,100000004358004100 → 100000005612411100 → 100000001102676100 → 100000003684369100
101,chain,2,100000005612411100,100000001102676100,distributor,transit,4,4,50000.0,1,100000004358004100 → 100000005612411100 → 100000001102676100 → 100000003684369100
101,chain,3,100000001102676100,100000003684369100,transit,distributor,4,4,50000.0,1,100000004358004100 → 100000005612411100 → 100000001102676100 → 100000003684369100
102,chain,1,100000004400305100,100000005910114100,distributor,coordinator,1,1,93168.0,1,100000004400305100 → 100000005910114100 → 100000008603629100 → 100000000795374100
102,chain,2,100000005910114100,100000008603629100,coordinator,coordinator,1,7,232624.0,8,100000004400305100 → 100000005910114100 → 100000008603629100 → 100000000795374100
102,chain,3,100000008603629100,100000000795374100,coordinator,terminal,7,7,50000.0,1,100000004400305100 → 100000005910114100 → 100000008603629100 → 100000000795374100
103,chain,1,100000008346837100,100000005910114100,coordinator,coordinator,14,1,92009.0,1,100000008346837100 → 100000005910114100 → 100000008603629100 → 100000000795374100
103,chain,2,100000005910114100,100000008603629100,coordinator,coordinator,1,7,232624.0,8,100000008346837100 → 100000005910114100 → 100000008603629100 → 100000000795374100
103,chain,3,100000008603629100,100000000795374100,coordinator,terminal,7,7,50000.0,1,100000008346837100 → 100000005910114100 → 100000008603629100 → 100000000795374100
104,chain,1,100000004351795100,100000000437046100,coordinator,coordinator,1,1,542000.0,9,100000004351795100 → 100000000437046100 → 100000005610717100 → 100000008469048100
104,chain,2,100000000437046100,100000005610717100,coordinator,consolidator,1,1,128200.0,3,100000004351795100 → 100000000437046100 → 100000005610717100 → 100000008469048100
104,chain,3,100000005610717100,100000008469048100,consolidator,peripheral,1,1,265200.0,7,100000004351795100 → 100000000437046100 → 100000005610717100 → 100000008469048100
105,chain,1,100000004400305100,100000005910114100,distributor,coordinator,1,1,93168.0,1,100000004400305100 → 100000005910114100 → 100000007629096100 → 100000002741024100
105,chain,2,100000005910114100,100000007629096100,coordinator,consolidator,1,1,97170.0,2,100000004400305100 → 100000005910114100 → 100000007629096100 → 100000002741024100
105,chain,3,100000007629096100,100000002741024100,consolidator,peripheral,1,1,765205.0,5,100000004400305100 → 100000005910114100 → 100000007629096100 → 100000002741024100
106,chain,1,100000004351795100,100000008512552100,coordinator,peripheral,1,17,246100.0,4,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000002301828100
106,chain,2,100000008512552100,100000003242289100,peripheral,coordinator,17,17,468791.0,6,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000002301828100
106,chain,3,100000003242289100,100000002301828100,coordinator,terminal,17,17,46977.0,1,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000002301828100
107,chain,1,100000003242289100,100000008304139100,coordinator,distributor,17,4,93570.0,1,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000000534581100
107,chain,2,100000008304139100,100000008603629100,distributor,coordinator,4,7,159000.0,4,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000000534581100
107,chain,3,100000008603629100,100000000534581100,coordinator,peripheral,7,7,46972.0,1,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000000534581100
108,chain,1,100000003242289100,100000008304139100,coordinator,distributor,17,4,93570.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003877908100
108,chain,2,100000008304139100,100000003684369100,distributor,distributor,4,4,454000.0,10,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003877908100
108,chain,3,100000003684369100,100000003877908100,distributor,terminal,4,4,40000.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003877908100
109,chain,1,100000004390333100,100000006866783100,distributor,distributor,1,1,60000.0,1,100000004390333100 → 100000006866783100 → 100000005584222100 → 100000001382002100
109,chain,2,100000006866783100,100000005584222100,distributor,peripheral,1,1,136217.0,3,100000004390333100 → 100000006866783100 → 100000005584222100 → 100000001382002100
109,chain,3,100000005584222100,100000001382002100,peripheral,transit,1,1,55000.0,2,100000004390333100 → 100000006866783100 → 100000005584222100 → 100000001382002100
110,chain,1,100000005612411100,100000001102676100,distributor,transit,4,4,50000.0,1,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000003877908100
110,chain,2,100000001102676100,100000003684369100,transit,distributor,4,4,50000.0,1,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000003877908100
110,chain,3,100000003684369100,100000003877908100,distributor,terminal,4,4,40000.0,1,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000003877908100
111,chain,1,100000003242289100,100000008304139100,coordinator,distributor,17,4,93570.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000007274584100
111,chain,2,100000008304139100,100000003684369100,distributor,distributor,4,4,454000.0,10,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000007274584100
111,chain,3,100000003684369100,100000007274584100,distributor,terminal,4,4,38000.0,1,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000007274584100
112,chain,1,100000005612411100,100000001102676100,distributor,transit,4,4,50000.0,1,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000007274584100
112,chain,2,100000001102676100,100000003684369100,transit,distributor,4,4,50000.0,1,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000007274584100
112,chain,3,100000003684369100,100000007274584100,distributor,terminal,4,4,38000.0,1,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000007274584100
113,chain,1,100000004351795100,100000008512552100,coordinator,peripheral,1,17,246100.0,4,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000003109805100
113,chain,2,100000008512552100,100000003242289100,peripheral,coordinator,17,17,468791.0,6,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000003109805100
113,chain,3,100000003242289100,100000003109805100,coordinator,terminal,17,17,36929.0,1,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000003109805100
114,chain,1,100000002306369100,100000008111003100,peripheral,consolidator,4,1,51000.0,1,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000008172352100
114,chain,2,100000008111003100,100000003796063100,consolidator,distributor,1,6,35000.0,1,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000008172352100
114,chain,3,100000003796063100,100000008172352100,distributor,peripheral,6,33,35500.0,1,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000008172352100
115,chain,1,100000000437046100,100000007055802100,coordinator,consolidator,1,1,1015000.0,16,100000000437046100 → 100000007055802100 → 100000004299488100 → 100000004674799100
115,chain,2,100000007055802100,100000004299488100,consolidator,consolidator,1,1,605000.0,7,100000000437046100 → 100000007055802100 → 100000004299488100 → 100000004674799100
115,chain,3,100000004299488100,100000004674799100,consolidator,terminal,1,1,140000.0,5,100000000437046100 → 100000007055802100 → 100000004299488100 → 100000004674799100
116,chain,1,100000007639767100,100000004400305100,distributor,distributor,1,1,10000.0,1,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000002398779100
116,chain,2,100000004400305100,100000002645993100,distributor,peripheral,1,1,35650.0,3,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000002398779100
116,chain,3,100000002645993100,100000002398779100,peripheral,consolidator,1,1,54150.0,5,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000002398779100
117,chain,1,100000008466579100,100000008489922100,distributor,coordinator,3,3,123000.0,3,100000008466579100 → 100000008489922100 → 100000008547948100 → 100000002529880100
117,chain,2,100000008489922100,100000008547948100,coordinator,coordinator,3,3,30000.0,1,100000008466579100 → 100000008489922100 → 100000008547948100 → 100000002529880100
117,chain,3,100000008547948100,100000002529880100,coordinator,terminal,3,3,27000.0,1,100000008466579100 → 100000008489922100 → 100000008547948100 → 100000002529880100
118,chain,1,100000005041905100,100000002578405100,peripheral,distributor,2,2,1080351.0,5,100000005041905100 → 100000002578405100 → 100000008493007100 → 100000005685783100
118,chain,2,100000002578405100,100000008493007100,distributor,transit,2,2,26150.0,1,100000005041905100 → 100000002578405100 → 100000008493007100 → 100000005685783100
118,chain,3,100000008493007100,100000005685783100,transit,peripheral,2,2,26150.0,1,100000005041905100 → 100000002578405100 → 100000008493007100 → 100000005685783100
119,chain,1,100000003016635100,100000005339662100,distributor,peripheral,5,16,26925.0,1,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000002941114100
119,chain,2,100000005339662100,100000000343175100,peripheral,distributor,16,12,28100.0,1,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000002941114100
119,chain,3,100000000343175100,100000002941114100,distributor,peripheral,12,12,25000.0,1,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000002941114100
120,chain,1,100000003016635100,100000005339662100,distributor,peripheral,5,16,26925.0,1,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000004105288100
120,chain,2,100000005339662100,100000000343175100,peripheral,distributor,16,12,28100.0,1,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000004105288100
120,chain,3,100000000343175100,100000004105288100,distributor,terminal,12,4,25000.0,1,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000004105288100
121,chain,1,100000003242289100,100000008304139100,coordinator,distributor,17,4,93570.0,1,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000005830339100
121,chain,2,100000008304139100,100000008603629100,distributor,coordinator,4,7,159000.0,4,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000005830339100
121,chain,3,100000008603629100,100000005830339100,coordinator,consolidator,7,4,144605.0,5,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000005830339100
122,chain,1,100000006866783100,100000004070318100,distributor,distributor,1,1,64725.0,2,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000003724440100
122,chain,2,100000004070318100,100000008346837100,distributor,coordinator,1,14,60059.0,4,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000003724440100
122,chain,3,100000008346837100,100000003724440100,coordinator,terminal,14,4,25000.0,1,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000003724440100
123,chain,1,100000004351795100,100000008512552100,coordinator,peripheral,1,17,246100.0,4,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000004140487100
123,chain,2,100000008512552100,100000003242289100,peripheral,coordinator,17,17,468791.0,6,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000004140487100
123,chain,3,100000003242289100,100000004140487100,coordinator,distributor,17,4,24510.0,1,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000004140487100
124,chain,1,100000008111003100,100000003796063100,consolidator,distributor,1,6,35000.0,1,100000008111003100 → 100000003796063100 → 100000008172352100 → 100000007322059100
124,chain,2,100000003796063100,100000008172352100,distributor,peripheral,6,33,35500.0,1,100000008111003100 → 100000003796063100 → 100000008172352100 → 100000007322059100
124,chain,3,100000008172352100,100000007322059100,peripheral,peripheral,33,33,24000.0,1,100000008111003100 → 100000003796063100 → 100000008172352100 → 100000007322059100
125,chain,1,100000000089154100,100000006866783100,distributor,distributor,1,1,22000.0,1,100000000089154100 → 100000006866783100 → 100000004299488100 → 100000007055802100
125,chain,2,100000006866783100,100000004299488100,distributor,consolidator,1,1,337000.0,5,100000000089154100 → 100000006866783100 → 100000004299488100 → 100000007055802100
125,chain,3,100000004299488100,100000007055802100,consolidator,consolidator,1,1,204999.0,9,100000000089154100 → 100000006866783100 → 100000004299488100 → 100000007055802100
126,chain,1,100000002267998100,100000003701161100,peripheral,peripheral,24,24,850000.0,8,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000005974542100
126,chain,2,100000003701161100,100000003718221100,peripheral,peripheral,24,24,120000.0,3,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000005974542100
126,chain,3,100000003718221100,100000005974542100,peripheral,terminal,24,24,94500.0,3,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000005974542100
127,chain,1,100000003796063100,100000006866783100,distributor,distributor,6,1,67500.0,2,100000003796063100 → 100000006866783100 → 100000004299488100 → 100000007055802100
127,chain,2,100000006866783100,100000004299488100,distributor,consolidator,1,1,337000.0,5,100000003796063100 → 100000006866783100 → 100000004299488100 → 100000007055802100
127,chain,3,100000004299488100,100000007055802100,consolidator,consolidator,1,1,204999.0,9,100000003796063100 → 100000006866783100 → 100000004299488100 → 100000007055802100
128,chain,1,100000005048668100,100000008603629100,distributor,coordinator,7,7,65000.0,2,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000004071080100
128,chain,2,100000008603629100,100000004847758100,coordinator,distributor,7,4,25612.0,1,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000004071080100
128,chain,3,100000004847758100,100000004071080100,distributor,consolidator,4,1,50600.0,2,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000004071080100
129,chain,1,100000008086440100,100000008603629100,transit,coordinator,1,7,63900.0,2,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000004071080100
129,chain,2,100000008603629100,100000004847758100,coordinator,distributor,7,4,25612.0,1,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000004071080100
129,chain,3,100000004847758100,100000004071080100,distributor,consolidator,4,1,50600.0,2,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000004071080100
130,chain,1,100000008636603100,100000003016635100,peripheral,distributor,5,5,43200.0,2,100000008636603100 → 100000003016635100 → 100000006069103100 → 100000006787636100
130,chain,2,100000003016635100,100000006069103100,distributor,transit,5,55,29118.0,1,100000008636603100 → 100000003016635100 → 100000006069103100 → 100000006787636100
130,chain,3,100000006069103100,100000006787636100,transit,terminal,55,55,20000.0,1,100000008636603100 → 100000003016635100 → 100000006069103100 → 100000006787636100
131,chain,1,100000008686313100,100000006866783100,peripheral,distributor,1,1,48100.0,2,100000008686313100 → 100000006866783100 → 100000004299488100 → 100000007055802100
131,chain,2,100000006866783100,100000004299488100,distributor,consolidator,1,1,337000.0,5,100000008686313100 → 100000006866783100 → 100000004299488100 → 100000007055802100
131,chain,3,100000004299488100,100000007055802100,consolidator,consolidator,1,1,204999.0,9,100000008686313100 → 100000006866783100 → 100000004299488100 → 100000007055802100
132,chain,1,100000004400305100,100000004070318100,distributor,distributor,1,1,23000.0,1,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000001660397100
132,chain,2,100000004070318100,100000006866783100,distributor,distributor,1,1,85000.0,4,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000001660397100
132,chain,3,100000006866783100,100000001660397100,distributor,transit,1,1,19300.0,1,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000001660397100
133,chain,1,100000003796063100,100000006866783100,distributor,distributor,6,1,67500.0,2,100000003796063100 → 100000006866783100 → 100000008443341100 → 100000008477350100
133,chain,2,100000006866783100,100000008443341100,distributor,peripheral,1,13,24500.0,1,100000003796063100 → 100000006866783100 → 100000008443341100 → 100000008477350100
133,chain,3,100000008443341100,100000008477350100,peripheral,coordinator,13,1,17000.0,1,100000003796063100 → 100000006866783100 → 100000008443341100 → 100000008477350100
134,chain,1,100000004351795100,100000003242289100,coordinator,coordinator,1,17,49000.0,1,100000004351795100 → 100000003242289100 → 100000004140487100 → 100000003249054100
134,chain,2,100000003242289100,100000004140487100,coordinator,distributor,17,4,24510.0,1,100000004351795100 → 100000003242289100 → 100000004140487100 → 100000003249054100
134,chain,3,100000004140487100,100000003249054100,distributor,consolidator,4,4,32800.0,3,100000004351795100 → 100000003242289100 → 100000004140487100 → 100000003249054100
135,chain,1,100000005910114100,100000006866783100,coordinator,distributor,1,1,241712.0,8,100000005910114100 → 100000006866783100 → 100000008443341100 → 100000008477350100
135,chain,2,100000006866783100,100000008443341100,distributor,peripheral,1,13,24500.0,1,100000005910114100 → 100000006866783100 → 100000008443341100 → 100000008477350100
135,chain,3,100000008443341100,100000008477350100,peripheral,coordinator,13,1,17000.0,1,100000005910114100 → 100000006866783100 → 100000008443341100 → 100000008477350100
136,chain,1,100000008304139100,100000006866783100,distributor,distributor,4,1,144000.0,6,100000008304139100 → 100000006866783100 → 100000008443341100 → 100000008477350100
136,chain,2,100000006866783100,100000008443341100,distributor,peripheral,1,13,24500.0,1,100000008304139100 → 100000006866783100 → 100000008443341100 → 100000008477350100
136,chain,3,100000008443341100,100000008477350100,peripheral,coordinator,13,1,17000.0,1,100000008304139100 → 100000006866783100 → 100000008443341100 → 100000008477350100
137,chain,1,100000008512552100,100000003242289100,peripheral,coordinator,17,17,468791.0,6,100000008512552100 → 100000003242289100 → 100000004140487100 → 100000003249054100
137,chain,2,100000003242289100,100000004140487100,coordinator,distributor,17,4,24510.0,1,100000008512552100 → 100000003242289100 → 100000004140487100 → 100000003249054100
137,chain,3,100000004140487100,100000003249054100,distributor,consolidator,4,4,32800.0,3,100000008512552100 → 100000003242289100 → 100000004140487100 → 100000003249054100
138,chain,1,100000006866783100,100000008443341100,distributor,peripheral,1,13,24500.0,1,100000006866783100 → 100000008443341100 → 100000008477350100 → 100000007639767100
138,chain,2,100000008443341100,100000008477350100,peripheral,coordinator,13,1,17000.0,1,100000006866783100 → 100000008443341100 → 100000008477350100 → 100000007639767100
138,chain,3,100000008477350100,100000007639767100,coordinator,distributor,1,1,16305.0,1,100000006866783100 → 100000008443341100 → 100000008477350100 → 100000007639767100
139,chain,1,100000003796063100,100000008172352100,distributor,peripheral,6,33,35500.0,1,100000003796063100 → 100000008172352100 → 100000007322059100 → 100000004552204100
139,chain,2,100000008172352100,100000007322059100,peripheral,peripheral,33,33,24000.0,1,100000003796063100 → 100000008172352100 → 100000007322059100 → 100000004552204100
139,chain,3,100000007322059100,100000004552204100,peripheral,peripheral,33,33,22500.0,2,100000003796063100 → 100000008172352100 → 100000007322059100 → 100000004552204100
140,chain,1,100000004358004100,100000008172352100,distributor,peripheral,4,33,43000.0,1,100000004358004100 → 100000008172352100 → 100000007322059100 → 100000004552204100
140,chain,2,100000008172352100,100000007322059100,peripheral,peripheral,33,33,24000.0,1,100000004358004100 → 100000008172352100 → 100000007322059100 → 100000004552204100
140,chain,3,100000007322059100,100000004552204100,peripheral,peripheral,33,33,22500.0,2,100000004358004100 → 100000008172352100 → 100000007322059100 → 100000004552204100
141,chain,1,100000008603629100,100000004847758100,coordinator,distributor,7,4,25612.0,1,100000008603629100 → 100000004847758100 → 100000003684369100 → 100000005093521100
141,chain,2,100000004847758100,100000003684369100,distributor,distributor,4,4,56000.0,3,100000008603629100 → 100000004847758100 → 100000003684369100 → 100000005093521100
141,chain,3,100000003684369100,100000005093521100,distributor,terminal,4,4,15200.0,1,100000008603629100 → 100000004847758100 → 100000003684369100 → 100000005093521100
142,chain,1,100000002723538100,100000008603629100,distributor,coordinator,7,7,85000.0,2,100000002723538100 → 100000008603629100 → 100000007197866100 → 100000004379306100
142,chain,2,100000008603629100,100000007197866100,coordinator,peripheral,7,7,20000.0,1,100000002723538100 → 100000008603629100 → 100000007197866100 → 100000004379306100
142,chain,3,100000007197866100,100000004379306100,peripheral,peripheral,7,7,15000.0,1,100000002723538100 → 100000008603629100 → 100000007197866100 → 100000004379306100
143,chain,1,100000003968044100,100000008603629100,peripheral,coordinator,7,7,96000.0,2,100000003968044100 → 100000008603629100 → 100000007197866100 → 100000004379306100
143,chain,2,100000008603629100,100000007197866100,coordinator,peripheral,7,7,20000.0,1,100000003968044100 → 100000008603629100 → 100000007197866100 → 100000004379306100
143,chain,3,100000007197866100,100000004379306100,peripheral,peripheral,7,7,15000.0,1,100000003968044100 → 100000008603629100 → 100000007197866100 → 100000004379306100
144,chain,1,100000004400305100,100000004070318100,distributor,distributor,1,1,23000.0,1,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000003235780100
144,chain,2,100000004070318100,100000006866783100,distributor,distributor,1,1,85000.0,4,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000003235780100
144,chain,3,100000006866783100,100000003235780100,distributor,terminal,1,1,15000.0,1,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000003235780100
145,chain,1,100000005287097100,100000003016635100,distributor,distributor,5,5,392500.0,25,100000005287097100 → 100000003016635100 → 100000000667713100 → 100000002481735100
145,chain,2,100000003016635100,100000000667713100,distributor,peripheral,5,5,106745.0,9,100000005287097100 → 100000003016635100 → 100000000667713100 → 100000002481735100
145,chain,3,100000000667713100,100000002481735100,peripheral,terminal,5,5,22436.0,2,100000005287097100 → 100000003016635100 → 100000000667713100 → 100000002481735100
146,chain,1,100000005339662100,100000000343175100,peripheral,distributor,16,12,28100.0,1,100000005339662100 → 100000000343175100 → 100000002941114100 → 100000005168487100
