cycle_id,position,gid,role,cluster_id,is_seed,priority_score,bottleneck_kzt,path
95,1,100000000933075100,peripheral,13,False,0.483888,40000.0,100000000933075100 → 100000002193259100 → 100000000933075100
95,2,100000002193259100,peripheral,13,False,0.598966,40000.0,100000000933075100 → 100000002193259100 → 100000000933075100
96,1,100000001138283100,peripheral,7,False,0.453528,40000.0,100000001138283100 → 100000008603629100 → 100000001138283100
96,2,100000008603629100,coordinator,7,False,0.981072,40000.0,100000001138283100 → 100000008603629100 → 100000001138283100
97,1,100000002175422100,peripheral,32,False,0.611902,40000.0,100000002175422100 → 100000003004487100 → 100000002175422100
97,2,100000003004487100,consolidator,32,False,0.804744,40000.0,100000002175422100 → 100000003004487100 → 100000002175422100
98,1,100000002731501100,peripheral,26,False,0.527352,40000.0,100000002731501100 → 100000004160650100 → 100000002731501100
98,2,100000004160650100,distributor,26,False,0.619362,40000.0,100000002731501100 → 100000004160650100 → 100000002731501100
99,1,100000001857829100,coordinator,7,False,0.945212,40000.0,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000003178549100 → 100000001857829100
99,2,100000003880331100,distributor,7,False,0.661355,40000.0,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000003178549100 → 100000001857829100
99,3,100000008603629100,coordinator,7,False,0.981072,40000.0,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000003178549100 → 100000001857829100
99,4,100000003178549100,peripheral,17,False,0.530622,40000.0,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000003178549100 → 100000001857829100
100,1,100000004390333100,distributor,1,False,0.795774,40000.0,100000004390333100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000004390333100
100,2,100000008477350100,coordinator,1,False,0.949978,40000.0,100000004390333100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000004390333100
100,3,100000005910114100,coordinator,1,False,0.943216,40000.0,100000004390333100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000004390333100
100,4,100000006866783100,distributor,1,True,0.830206,40000.0,100000004390333100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000004390333100
101,1,100000001808684100,peripheral,9,False,0.332751,37700.0,100000001808684100 → 100000003509750100 → 100000001808684100
101,2,100000003509750100,transit,9,False,0.574099,37700.0,100000001808684100 → 100000003509750100 → 100000001808684100
102,1,100000008736940100,peripheral,44,False,0.505555,37500.0,100000008736940100 → 100000008751429100 → 100000008736940100
102,2,100000008751429100,peripheral,44,False,0.478425,37500.0,100000008736940100 → 100000008751429100 → 100000008736940100
103,1,100000004569484100,peripheral,8,False,0.576963,36834.67,100000004569484100 → 100000005578559100 → 100000005704413100 → 100000004569484100
103,2,100000005578559100,distributor,8,False,0.835009,36834.67,100000004569484100 → 100000005578559100 → 100000005704413100 → 100000004569484100
103,3,100000005704413100,distributor,8,False,0.84395,36834.67,100000004569484100 → 100000005578559100 → 100000005704413100 → 100000004569484100
104,1,100000006385877100,peripheral,3,False,0.364357,36602.93,100000006385877100 → 100000006443391100 → 100000006385877100
104,2,100000006443391100,peripheral,3,False,0.441456,36602.93,100000006385877100 → 100000006443391100 → 100000006385877100
105,1,100000003616818100,peripheral,26,False,0.433218,35000.0,100000003616818100 → 100000004005964100 → 100000003616818100
105,2,100000004005964100,peripheral,26,False,0.452558,35000.0,100000003616818100 → 100000004005964100 → 100000003616818100
106,1,100000003796063100,distributor,6,False,0.610376,35000.0,100000003796063100 → 100000008111003100 → 100000003796063100
106,2,100000008111003100,consolidator,1,False,0.848295,35000.0,100000003796063100 → 100000008111003100 → 100000003796063100
107,1,100000003616818100,peripheral,26,False,0.433218,35000.0,100000003616818100 → 100000004160650100 → 100000004005964100 → 100000003616818100
107,2,100000004160650100,distributor,26,False,0.619362,35000.0,100000003616818100 → 100000004160650100 → 100000004005964100 → 100000003616818100
107,3,100000004005964100,peripheral,26,False,0.452558,35000.0,100000003616818100 → 100000004160650100 → 100000004005964100 → 100000003616818100
108,1,100000002306369100,peripheral,4,False,0.434111,35000.0,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000006866783100 → 100000002306369100
108,2,100000008111003100,consolidator,1,False,0.848295,35000.0,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000006866783100 → 100000002306369100
108,3,100000003796063100,distributor,6,False,0.610376,35000.0,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000006866783100 → 100000002306369100
108,4,100000006866783100,distributor,1,True,0.830206,35000.0,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000006866783100 → 100000002306369100
109,1,100000002306369100,peripheral,4,False,0.434111,35000.0,100000002306369100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000002306369100
109,2,100000008477350100,coordinator,1,False,0.949978,35000.0,100000002306369100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000002306369100
109,3,100000005910114100,coordinator,1,False,0.943216,35000.0,100000002306369100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000002306369100
109,4,100000006866783100,distributor,1,True,0.830206,35000.0,100000002306369100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000002306369100
110,1,100000003796063100,distributor,6,False,0.610376,35000.0,100000003796063100 → 100000008346837100 → 100000005910114100 → 100000008111003100 → 100000003796063100
110,2,100000008346837100,coordinator,14,False,0.961321,35000.0,100000003796063100 → 100000008346837100 → 100000005910114100 → 100000008111003100 → 100000003796063100
110,3,100000005910114100,coordinator,1,False,0.943216,35000.0,100000003796063100 → 100000008346837100 → 100000005910114100 → 100000008111003100 → 100000003796063100
110,4,100000008111003100,consolidator,1,False,0.848295,35000.0,100000003796063100 → 100000008346837100 → 100000005910114100 → 100000008111003100 → 100000003796063100
111,1,100000003796063100,distributor,6,False,0.610376,35000.0,100000003796063100 → 100000008477350100 → 100000005910114100 → 100000008111003100 → 100000003796063100
111,2,100000008477350100,coordinator,1,False,0.949978,35000.0,100000003796063100 → 100000008477350100 → 100000005910114100 → 100000008111003100 → 100000003796063100
111,3,100000005910114100,coordinator,1,False,0.943216,35000.0,100000003796063100 → 100000008477350100 → 100000005910114100 → 100000008111003100 → 100000003796063100
111,4,100000008111003100,consolidator,1,False,0.848295,35000.0,100000003796063100 → 100000008477350100 → 100000005910114100 → 100000008111003100 → 100000003796063100
112,1,100000002723538100,distributor,7,False,0.839435,33000.0,100000002723538100 → 100000003242289100 → 100000008304139100 → 100000008603629100 → 100000002723538100
112,2,100000003242289100,coordinator,17,False,0.933085,33000.0,100000002723538100 → 100000003242289100 → 100000008304139100 → 100000008603629100 → 100000002723538100
112,3,100000008304139100,distributor,4,False,0.875222,33000.0,100000002723538100 → 100000003242289100 → 100000008304139100 → 100000008603629100 → 100000002723538100
112,4,100000008603629100,coordinator,7,False,0.981072,33000.0,100000002723538100 → 100000003242289100 → 100000008304139100 → 100000008603629100 → 100000002723538100
113,1,100000004569484100,peripheral,8,False,0.576963,32607.0,100000004569484100 → 100000005933757100 → 100000004569484100
113,2,100000005933757100,distributor,15,False,0.916515,32607.0,100000004569484100 → 100000005933757100 → 100000004569484100
114,1,100000003115284100,consolidator,12,False,0.958669,30500.0,100000003115284100 → 100000003360542100 → 100000003115284100
114,2,100000003360542100,peripheral,12,False,0.589694,30500.0,100000003115284100 → 100000003360542100 → 100000003115284100
115,1,100000000076451100,peripheral,16,False,0.612394,30000.0,100000000076451100 → 100000007131370100 → 100000000076451100
115,2,100000007131370100,transit,16,False,0.48865,30000.0,100000000076451100 → 100000007131370100 → 100000000076451100
116,1,100000002391278100,peripheral,9,False,0.32627,30000.0,100000002391278100 → 100000004221668100 → 100000002391278100
116,2,100000004221668100,peripheral,9,False,0.57773,30000.0,100000002391278100 → 100000004221668100 → 100000002391278100
117,1,100000002527114100,distributor,2,True,0.561934,30000.0,100000002527114100 → 100000003942602100 → 100000002527114100
117,2,100000003942602100,transit,2,False,0.432275,30000.0,100000002527114100 → 100000003942602100 → 100000002527114100
118,1,100000002733905100,peripheral,2,False,0.458713,30000.0,100000002733905100 → 100000005342513100 → 100000002733905100
118,2,100000005342513100,peripheral,2,False,0.388712,30000.0,100000002733905100 → 100000005342513100 → 100000002733905100
119,1,100000005473151100,peripheral,8,False,0.643389,30000.0,100000005473151100 → 100000008545727100 → 100000005473151100
119,2,100000008545727100,peripheral,8,False,0.502205,30000.0,100000005473151100 → 100000008545727100 → 100000005473151100
120,1,100000008489922100,coordinator,3,False,0.913812,30000.0,100000008489922100 → 100000008547948100 → 100000008489922100
120,2,100000008547948100,coordinator,3,False,0.917382,30000.0,100000008489922100 → 100000008547948100 → 100000008489922100
121,1,100000008465789100,distributor,3,False,0.717004,30000.0,100000008465789100 → 100000008466579100 → 100000008547948100 → 100000008547844100 → 100000008465789100
121,2,100000008466579100,distributor,3,False,0.777513,30000.0,100000008465789100 → 100000008466579100 → 100000008547948100 → 100000008547844100 → 100000008465789100
121,3,100000008547948100,coordinator,3,False,0.917382,30000.0,100000008465789100 → 100000008466579100 → 100000008547948100 → 100000008547844100 → 100000008465789100
121,4,100000008547844100,coordinator,3,False,0.89891,30000.0,100000008465789100 → 100000008466579100 → 100000008547948100 → 100000008547844100 → 100000008465789100
122,1,100000000437046100,coordinator,1,False,0.977091,29511.0,100000000437046100 → 100000004070318100 → 100000008346837100 → 100000004351795100 → 100000000437046100
122,2,100000004070318100,distributor,1,False,0.879738,29511.0,100000000437046100 → 100000004070318100 → 100000008346837100 → 100000004351795100 → 100000000437046100
122,3,100000008346837100,coordinator,14,False,0.961321,29511.0,100000000437046100 → 100000004070318100 → 100000008346837100 → 100000004351795100 → 100000000437046100
122,4,100000004351795100,coordinator,1,False,0.884742,29511.0,100000000437046100 → 100000004070318100 → 100000008346837100 → 100000004351795100 → 100000000437046100
123,1,100000000437046100,coordinator,1,False,0.977091,29200.0,100000000437046100 → 100000008686313100 → 100000000437046100
123,2,100000008686313100,peripheral,1,False,0.702449,29200.0,100000000437046100 → 100000008686313100 → 100000000437046100
124,1,100000000331309100,coordinator,6,False,0.973932,29200.0,100000000331309100 → 100000008686313100 → 100000000437046100 → 100000001279272100 → 100000000331309100
124,2,100000008686313100,peripheral,1,False,0.702449,29200.0,100000000331309100 → 100000008686313100 → 100000000437046100 → 100000001279272100 → 100000000331309100
124,3,100000000437046100,coordinator,1,False,0.977091,29200.0,100000000331309100 → 100000008686313100 → 100000000437046100 → 100000001279272100 → 100000000331309100
124,4,100000001279272100,peripheral,1,False,0.507409,29200.0,100000000331309100 → 100000008686313100 → 100000000437046100 → 100000001279272100 → 100000000331309100
125,1,100000000437046100,coordinator,1,False,0.977091,29200.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000008686313100 → 100000000437046100
125,2,100000004070318100,distributor,1,False,0.879738,29200.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000008686313100 → 100000000437046100
125,3,100000006866783100,distributor,1,True,0.830206,29200.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000008686313100 → 100000000437046100
125,4,100000008686313100,peripheral,1,False,0.702449,29200.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000008686313100 → 100000000437046100
126,1,100000003616818100,peripheral,26,False,0.433218,28000.0,100000003616818100 → 100000004160650100 → 100000003616818100
126,2,100000004160650100,distributor,26,False,0.619362,28000.0,100000003616818100 → 100000004160650100 → 100000003616818100
127,1,100000000437046100,coordinator,1,False,0.977091,27868.0,100000000437046100 → 100000007639767100 → 100000000437046100
127,2,100000007639767100,distributor,1,False,0.817671,27868.0,100000000437046100 → 100000007639767100 → 100000000437046100
128,1,100000000437046100,coordinator,1,False,0.977091,27868.0,100000000437046100 → 100000007639767100 → 100000008603629100 → 100000008686313100 → 100000000437046100
128,2,100000007639767100,distributor,1,False,0.817671,27868.0,100000000437046100 → 100000007639767100 → 100000008603629100 → 100000008686313100 → 100000000437046100
128,3,100000008603629100,coordinator,7,False,0.981072,27868.0,100000000437046100 → 100000007639767100 → 100000008603629100 → 100000008686313100 → 100000000437046100
128,4,100000008686313100,peripheral,1,False,0.702449,27868.0,100000000437046100 → 100000007639767100 → 100000008603629100 → 100000008686313100 → 100000000437046100
129,1,100000001857829100,coordinator,7,False,0.945212,26000.0,100000001857829100 → 100000008603629100 → 100000001857829100
129,2,100000008603629100,coordinator,7,False,0.981072,26000.0,100000001857829100 → 100000008603629100 → 100000001857829100
130,1,100000001857829100,coordinator,7,False,0.945212,26000.0,100000001857829100 → 100000008603629100 → 100000003178549100 → 100000001857829100
130,2,100000008603629100,coordinator,7,False,0.981072,26000.0,100000001857829100 → 100000008603629100 → 100000003178549100 → 100000001857829100
130,3,100000003178549100,peripheral,17,False,0.530622,26000.0,100000001857829100 → 100000008603629100 → 100000003178549100 → 100000001857829100
131,1,100000000437046100,coordinator,1,False,0.977091,25800.0,100000000437046100 → 100000008686313100 → 100000008477350100 → 100000008086440100 → 100000000437046100
131,2,100000008686313100,peripheral,1,False,0.702449,25800.0,100000000437046100 → 100000008686313100 → 100000008477350100 → 100000008086440100 → 100000000437046100
131,3,100000008477350100,coordinator,1,False,0.949978,25800.0,100000000437046100 → 100000008686313100 → 100000008477350100 → 100000008086440100 → 100000000437046100
131,4,100000008086440100,transit,1,False,0.698903,25800.0,100000000437046100 → 100000008686313100 → 100000008477350100 → 100000008086440100 → 100000000437046100
132,1,100000003968044100,peripheral,7,False,0.451668,25800.0,100000003968044100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000003968044100
132,2,100000008603629100,coordinator,7,False,0.981072,25800.0,100000003968044100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000003968044100
132,3,100000008686313100,peripheral,1,False,0.702449,25800.0,100000003968044100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000003968044100
132,4,100000008477350100,coordinator,1,False,0.949978,25800.0,100000003968044100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000003968044100
133,1,100000005910114100,coordinator,1,False,0.943216,25800.0,100000005910114100 → 100000006866783100 → 100000008686313100 → 100000008477350100 → 100000005910114100
133,2,100000006866783100,distributor,1,True,0.830206,25800.0,100000005910114100 → 100000006866783100 → 100000008686313100 → 100000008477350100 → 100000005910114100
133,3,100000008686313100,peripheral,1,False,0.702449,25800.0,100000005910114100 → 100000006866783100 → 100000008686313100 → 100000008477350100 → 100000005910114100
133,4,100000008477350100,coordinator,1,False,0.949978,25800.0,100000005910114100 → 100000006866783100 → 100000008686313100 → 100000008477350100 → 100000005910114100
134,1,100000005910114100,coordinator,1,False,0.943216,25800.0,100000005910114100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000005910114100
134,2,100000008603629100,coordinator,7,False,0.981072,25800.0,100000005910114100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000005910114100
134,3,100000008686313100,peripheral,1,False,0.702449,25800.0,100000005910114100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000005910114100
134,4,100000008477350100,coordinator,1,False,0.949978,25800.0,100000005910114100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000005910114100
135,1,100000008086440100,transit,1,False,0.698903,25800.0,100000008086440100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000008086440100
135,2,100000008603629100,coordinator,7,False,0.981072,25800.0,100000008086440100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000008086440100
135,3,100000008686313100,peripheral,1,False,0.702449,25800.0,100000008086440100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000008086440100
135,4,100000008477350100,coordinator,1,False,0.949978,25800.0,100000008086440100 → 100000008603629100 → 100000008686313100 → 100000008477350100 → 100000008086440100
136,1,100000004847758100,distributor,4,False,0.841915,25612.0,100000004847758100 → 100000008603629100 → 100000004847758100
136,2,100000008603629100,coordinator,7,False,0.981072,25612.0,100000004847758100 → 100000008603629100 → 100000004847758100
137,1,100000001166289100,peripheral,2,False,0.46139,25000.0,100000001166289100 → 100000002733905100 → 100000001166289100
137,2,100000002733905100,peripheral,2,False,0.458713,25000.0,100000001166289100 → 100000002733905100 → 100000001166289100
138,1,100000001697501100,distributor,2,False,0.659253,25000.0,100000001697501100 → 100000002527114100 → 100000001697501100
138,2,100000002527114100,distributor,2,True,0.561934,25000.0,100000001697501100 → 100000002527114100 → 100000001697501100
139,1,100000001697501100,distributor,2,False,0.659253,25000.0,100000001697501100 → 100000006612238100 → 100000001697501100
139,2,100000006612238100,peripheral,2,False,0.396586,25000.0,100000001697501100 → 100000006612238100 → 100000001697501100
140,1,100000000437046100,coordinator,1,False,0.977091,25000.0,100000000437046100 → 100000004070318100 → 100000008477350100 → 100000008086440100 → 100000000437046100
140,2,100000004070318100,distributor,1,False,0.879738,25000.0,100000000437046100 → 100000004070318100 → 100000008477350100 → 100000008086440100 → 100000000437046100
140,3,100000008477350100,coordinator,1,False,0.949978,25000.0,100000000437046100 → 100000004070318100 → 100000008477350100 → 100000008086440100 → 100000000437046100
140,4,100000008086440100,transit,1,False,0.698903,25000.0,100000000437046100 → 100000004070318100 → 100000008477350100 → 100000008086440100 → 100000000437046100
141,1,100000004070318100,distributor,1,False,0.879738,25000.0,100000004070318100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000004070318100
141,2,100000008477350100,coordinator,1,False,0.949978,25000.0,100000004070318100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000004070318100
141,3,100000005910114100,coordinator,1,False,0.943216,25000.0,100000004070318100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000004070318100
141,4,100000006866783100,distributor,1,True,0.830206,25000.0,100000004070318100 → 100000008477350100 → 100000005910114100 → 100000006866783100 → 100000004070318100
142,1,100000001660397100,transit,1,False,0.667155,24000.0,100000001660397100 → 100000006866783100 → 100000004351795100 → 100000008603629100 → 100000001660397100
142,2,100000006866783100,distributor,1,True,0.830206,24000.0,100000001660397100 → 100000006866783100 → 100000004351795100 → 100000008603629100 → 100000001660397100
142,3,100000004351795100,coordinator,1,False,0.884742,24000.0,100000001660397100 → 100000006866783100 → 100000004351795100 → 100000008603629100 → 100000001660397100
142,4,100000008603629100,coordinator,7,False,0.981072,24000.0,100000001660397100 → 100000006866783100 → 100000004351795100 → 100000008603629100 → 100000001660397100
143,1,100000001660397100,transit,1,False,0.667155,24000.0,100000001660397100 → 100000006866783100 → 100000004390333100 → 100000008603629100 → 100000001660397100
143,2,100000006866783100,distributor,1,True,0.830206,24000.0,100000001660397100 → 100000006866783100 → 100000004390333100 → 100000008603629100 → 100000001660397100
143,3,100000004390333100,distributor,1,False,0.795774,24000.0,100000001660397100 → 100000006866783100 → 100000004390333100 → 100000008603629100 → 100000001660397100
143,4,100000008603629100,coordinator,7,False,0.981072,24000.0,100000001660397100 → 100000006866783100 → 100000004390333100 → 100000008603629100 → 100000001660397100
144,1,100000001660397100,transit,1,False,0.667155,24000.0,100000001660397100 → 100000006866783100 → 100000008686313100 → 100000008603629100 → 100000001660397100
144,2,100000006866783100,distributor,1,True,0.830206,24000.0,100000001660397100 → 100000006866783100 → 100000008686313100 → 100000008603629100 → 100000001660397100
144,3,100000008686313100,peripheral,1,False,0.702449,24000.0,100000001660397100 → 100000006866783100 → 100000008686313100 → 100000008603629100 → 100000001660397100
144,4,100000008603629100,coordinator,7,False,0.981072,24000.0,100000001660397100 → 100000006866783100 → 100000008686313100 → 100000008603629100 → 100000001660397100
145,1,100000007639767100,distributor,1,False,0.817671,23722.0,100000007639767100 → 100000008603629100 → 100000007639767100
145,2,100000008603629100,coordinator,7,False,0.981072,23722.0,100000007639767100 → 100000008603629100 → 100000007639767100
146,1,100000000437046100,coordinator,1,False,0.977091,23722.0,100000000437046100 → 100000008686313100 → 100000008603629100 → 100000007639767100 → 100000000437046100
146,2,100000008686313100,peripheral,1,False,0.702449,23722.0,100000000437046100 → 100000008686313100 → 100000008603629100 → 100000007639767100 → 100000000437046100
146,3,100000008603629100,coordinator,7,False,0.981072,23722.0,100000000437046100 → 100000008686313100 → 100000008603629100 → 100000007639767100 → 100000000437046100
146,4,100000007639767100,distributor,1,False,0.817671,23722.0,100000000437046100 → 100000008686313100 → 100000008603629100 → 100000007639767100 → 100000000437046100
147,1,100000006866783100,distributor,1,True,0.830206,23567.0,100000006866783100 → 100000008304139100 → 100000006866783100
147,2,100000008304139100,distributor,4,False,0.875222,23567.0,100000006866783100 → 100000008304139100 → 100000006866783100
148,1,100000006866783100,distributor,1,True,0.830206,23567.0,100000006866783100 → 100000008304139100 → 100000008587459100 → 100000006866783100
148,2,100000008304139100,distributor,4,False,0.875222,23567.0,100000006866783100 → 100000008304139100 → 100000008587459100 → 100000006866783100
148,3,100000008587459100,peripheral,1,False,0.4965,23567.0,100000006866783100 → 100000008304139100 → 100000008587459100 → 100000006866783100
149,1,100000000437046100,coordinator,1,False,0.977091,23567.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000008304139100 → 100000000437046100
149,2,100000004070318100,distributor,1,False,0.879738,23567.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000008304139100 → 100000000437046100
149,3,100000006866783100,distributor,1,True,0.830206,23567.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000008304139100 → 100000000437046100
149,4,100000008304139100,distributor,4,False,0.875222,23567.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000008304139100 → 100000000437046100
150,1,100000000437046100,coordinator,1,False,0.977091,23567.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000008304139100 → 100000000437046100
150,2,100000008686313100,peripheral,1,False,0.702449,23567.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000008304139100 → 100000000437046100
150,3,100000006866783100,distributor,1,True,0.830206,23567.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000008304139100 → 100000000437046100
150,4,100000008304139100,distributor,4,False,0.875222,23567.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000008304139100 → 100000000437046100
151,1,100000001660397100,transit,1,False,0.667155,23567.0,100000001660397100 → 100000006866783100 → 100000008304139100 → 100000008603629100 → 100000001660397100
151,2,100000006866783100,distributor,1,True,0.830206,23567.0,100000001660397100 → 100000006866783100 → 100000008304139100 → 100000008603629100 → 100000001660397100
151,3,100000008304139100,distributor,4,False,0.875222,23567.0,100000001660397100 → 100000006866783100 → 100000008304139100 → 100000008603629100 → 100000001660397100
151,4,100000008603629100,coordinator,7,False,0.981072,23567.0,100000001660397100 → 100000006866783100 → 100000008304139100 → 100000008603629100 → 100000001660397100
152,1,100000005910114100,coordinator,1,False,0.943216,23567.0,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000008477350100 → 100000005910114100
152,2,100000006866783100,distributor,1,True,0.830206,23567.0,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000008477350100 → 100000005910114100
152,3,100000008304139100,distributor,4,False,0.875222,23567.0,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000008477350100 → 100000005910114100
152,4,100000008477350100,coordinator,1,False,0.949978,23567.0,100000005910114100 → 100000006866783100 → 100000008304139100 → 100000008477350100 → 100000005910114100
153,1,100000006866783100,distributor,1,True,0.830206,23567.0,100000006866783100 → 100000008304139100 → 100000008603629100 → 100000008686313100 → 100000006866783100
153,2,100000008304139100,distributor,4,False,0.875222,23567.0,100000006866783100 → 100000008304139100 → 100000008603629100 → 100000008686313100 → 100000006866783100
153,3,100000008603629100,coordinator,7,False,0.981072,23567.0,100000006866783100 → 100000008304139100 → 100000008603629100 → 100000008686313100 → 100000006866783100
153,4,100000008686313100,peripheral,1,False,0.702449,23567.0,100000006866783100 → 100000008304139100 → 100000008603629100 → 100000008686313100 → 100000006866783100
154,1,100000000437046100,coordinator,1,False,0.977091,23126.0,100000000437046100 → 100000004070318100 → 100000008603629100 → 100000007639767100 → 100000000437046100
154,2,100000004070318100,distributor,1,False,0.879738,23126.0,100000000437046100 → 100000004070318100 → 100000008603629100 → 100000007639767100 → 100000000437046100
154,3,100000008603629100,coordinator,7,False,0.981072,23126.0,100000000437046100 → 100000004070318100 → 100000008603629100 → 100000007639767100 → 100000000437046100
154,4,100000007639767100,distributor,1,False,0.817671,23126.0,100000000437046100 → 100000004070318100 → 100000008603629100 → 100000007639767100 → 100000000437046100
155,1,100000000437046100,coordinator,1,False,0.977091,23126.0,100000000437046100 → 100000004070318100 → 100000008603629100 → 100000008686313100 → 100000000437046100
155,2,100000004070318100,distributor,1,False,0.879738,23126.0,100000000437046100 → 100000004070318100 → 100000008603629100 → 100000008686313100 → 100000000437046100
155,3,100000008603629100,coordinator,7,False,0.981072,23126.0,100000000437046100 → 100000004070318100 → 100000008603629100 → 100000008686313100 → 100000000437046100
155,4,100000008686313100,peripheral,1,False,0.702449,23126.0,100000000437046100 → 100000004070318100 → 100000008603629100 → 100000008686313100 → 100000000437046100
156,1,100000001660397100,transit,1,False,0.667155,23126.0,100000001660397100 → 100000006866783100 → 100000004070318100 → 100000008603629100 → 100000001660397100
156,2,100000006866783100,distributor,1,True,0.830206,23126.0,100000001660397100 → 100000006866783100 → 100000004070318100 → 100000008603629100 → 100000001660397100
156,3,100000004070318100,distributor,1,False,0.879738,23126.0,100000001660397100 → 100000006866783100 → 100000004070318100 → 100000008603629100 → 100000001660397100
156,4,100000008603629100,coordinator,7,False,0.981072,23126.0,100000001660397100 → 100000006866783100 → 100000004070318100 → 100000008603629100 → 100000001660397100
157,1,100000004070318100,distributor,1,False,0.879738,23126.0,100000004070318100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004070318100
157,2,100000008603629100,coordinator,7,False,0.981072,23126.0,100000004070318100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004070318100
157,3,100000008686313100,peripheral,1,False,0.702449,23126.0,100000004070318100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004070318100
157,4,100000006866783100,distributor,1,True,0.830206,23126.0,100000004070318100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004070318100
158,1,100000000437046100,coordinator,1,False,0.977091,23018.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000007639767100 → 100000000437046100
158,2,100000004070318100,distributor,1,False,0.879738,23018.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000007639767100 → 100000000437046100
158,3,100000006866783100,distributor,1,True,0.830206,23018.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000007639767100 → 100000000437046100
158,4,100000007639767100,distributor,1,False,0.817671,23018.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000007639767100 → 100000000437046100
159,1,100000000437046100,coordinator,1,False,0.977091,23018.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000007639767100 → 100000000437046100
159,2,100000008686313100,peripheral,1,False,0.702449,23018.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000007639767100 → 100000000437046100
159,3,100000006866783100,distributor,1,True,0.830206,23018.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000007639767100 → 100000000437046100
159,4,100000007639767100,distributor,1,False,0.817671,23018.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000007639767100 → 100000000437046100
160,1,100000001660397100,transit,1,False,0.667155,23018.0,100000001660397100 → 100000006866783100 → 100000007639767100 → 100000008603629100 → 100000001660397100
160,2,100000006866783100,distributor,1,True,0.830206,23018.0,100000001660397100 → 100000006866783100 → 100000007639767100 → 100000008603629100 → 100000001660397100
160,3,100000007639767100,distributor,1,False,0.817671,23018.0,100000001660397100 → 100000006866783100 → 100000007639767100 → 100000008603629100 → 100000001660397100
160,4,100000008603629100,coordinator,7,False,0.981072,23018.0,100000001660397100 → 100000006866783100 → 100000007639767100 → 100000008603629100 → 100000001660397100
161,1,100000006866783100,distributor,1,True,0.830206,23018.0,100000006866783100 → 100000007639767100 → 100000008603629100 → 100000008686313100 → 100000006866783100
