cycle_id,length,path,bottleneck_kzt,n_seed
311,4,100000004400305100 → 100000005910114100 → 100000008603629100 → 100000007639767100 → 100000004400305100,10000.0,0
312,4,100000004400305100 → 100000008304139100 → 100000006866783100 → 100000007639767100 → 100000004400305100,10000.0,1
313,4,100000004400305100 → 100000008304139100 → 100000008477350100 → 100000007639767100 → 100000004400305100,10000.0,0
314,4,100000004400305100 → 100000008304139100 → 100000008603629100 → 100000007639767100 → 100000004400305100,10000.0,0
315,4,100000004400305100 → 100000008587459100 → 100000006866783100 → 100000007639767100 → 100000004400305100,10000.0,1
316,4,100000004400305100 → 100000008686313100 → 100000006866783100 → 100000007639767100 → 100000004400305100,10000.0,1
317,4,100000004400305100 → 100000008686313100 → 100000008477350100 → 100000007639767100 → 100000004400305100,10000.0,0
318,4,100000004400305100 → 100000008686313100 → 100000008603629100 → 100000007639767100 → 100000004400305100,10000.0,0
319,4,100000004847758100 → 100000008603629100 → 100000007639767100 → 100000006866783100 → 100000004847758100,10000.0,1
320,4,100000006866783100 → 100000008304139100 → 100000008477350100 → 100000007639767100 → 100000006866783100,10000.0,1
321,4,100000006866783100 → 100000008304139100 → 100000008603629100 → 100000007639767100 → 100000006866783100,10000.0,1
322,4,100000006866783100 → 100000008443341100 → 100000008477350100 → 100000007639767100 → 100000006866783100,10000.0,1
323,4,100000006866783100 → 100000008686313100 → 100000008477350100 → 100000007639767100 → 100000006866783100,10000.0,1
324,4,100000006866783100 → 100000008686313100 → 100000008603629100 → 100000007639767100 → 100000006866783100,10000.0,1
325,4,100000004400305100 → 100000005052998100 → 100000008477350100 → 100000007639767100 → 100000004400305100,9500.0,0
326,2,100000000580561100 → 100000007939160100 → 100000000580561100,9300.0,1
327,2,100000002527114100 → 100000006656003100 → 100000002527114100,9000.0,1
328,2,100000003213473100 → 100000004400305100 → 100000003213473100,9000.0,0
329,4,100000003796063100 → 100000004400305100 → 100000005910114100 → 100000008111003100 → 100000003796063100,9000.0,0
330,4,100000003796063100 → 100000004400305100 → 100000007593823100 → 100000008111003100 → 100000003796063100,9000.0,0
331,4,100000003016635100 → 100000005287097100 → 100000004156082100 → 100000004188160100 → 100000003016635100,8600.0,1
332,2,100000002175422100 → 100000002975437100 → 100000002175422100,8500.0,0
333,2,100000001526235100 → 100000001788284100 → 100000001526235100,8000.0,0
334,2,100000001899164100 → 100000002193259100 → 100000001899164100,8000.0,0
335,2,100000005546031100 → 100000005547096100 → 100000005546031100,8000.0,0
336,2,100000003886323100 → 100000007749092100 → 100000003886323100,7650.0,0
337,4,100000002645993100 → 100000008413748100 → 100000004070318100 → 100000002957787100 → 100000002645993100,7600.0,0
338,2,100000001380054100 → 100000005077484100 → 100000001380054100,7050.0,0
339,2,100000002812641100 → 100000002838861100 → 100000002812641100,7023.95,0
340,2,100000004076740100 → 100000004467157100 → 100000004076740100,7000.0,0
341,2,100000004508696100 → 100000005911352100 → 100000004508696100,7000.0,0
342,3,100000003934614100 → 100000004336312100 → 100000005519998100 → 100000003934614100,7000.0,0
343,4,100000003934614100 → 100000004336312100 → 100000004017410100 → 100000005519998100 → 100000003934614100,7000.0,0
344,2,100000005048668100 → 100000008346837100 → 100000005048668100,6500.0,0
345,2,100000006443391100 → 100000006912294100 → 100000006443391100,6335.09,0
346,3,100000004221668100 → 100000004321983100 → 100000005171642100 → 100000004221668100,6200.0,0
347,4,100000001049200100 → 100000004156082100 → 100000004188160100 → 100000003016635100 → 100000001049200100,6014.0,1
348,4,100000001049200100 → 100000004156082100 → 100000005287097100 → 100000003016635100 → 100000001049200100,6014.0,1
349,2,100000000926766100 → 100000001526235100 → 100000000926766100,6000.0,0
350,2,100000004071070100 → 100000004071080100 → 100000004071070100,6000.0,0
351,4,100000000437046100 → 100000004070318100 → 100000002957787100 → 100000008632060100 → 100000000437046100,6000.0,0
352,4,100000002957787100 → 100000008632060100 → 100000004400305100 → 100000004070318100 → 100000002957787100,6000.0,0
353,4,100000002957787100 → 100000008632060100 → 100000004400305100 → 100000005910114100 → 100000002957787100,6000.0,0
354,4,100000002957787100 → 100000008632060100 → 100000006866783100 → 100000004070318100 → 100000002957787100,6000.0,1
355,2,100000002741024100 → 100000008680912100 → 100000002741024100,5990.85,0
356,2,100000003148220100 → 100000004971871100 → 100000003148220100,5650.0,1
357,2,100000000706545100 → 100000006901046100 → 100000000706545100,5500.0,0
358,2,100000000076451100 → 100000004629688100 → 100000000076451100,5000.0,0
359,2,100000001049200100 → 100000003016635100 → 100000001049200100,5000.0,1
360,2,100000001232297100 → 100000005074393100 → 100000001232297100,5000.0,0
361,2,100000001677929100 → 100000001740277100 → 100000001677929100,5000.0,0
362,2,100000002578405100 → 100000005041905100 → 100000002578405100,5000.0,0
363,2,100000003635170100 → 100000005602999100 → 100000003635170100,5000.0,0
364,2,100000003741418100 → 100000006111439100 → 100000003741418100,5000.0,0
365,2,100000004180097100 → 100000004765639100 → 100000004180097100,5000.0,0
366,2,100000004386258100 → 100000004386331100 → 100000004386258100,5000.0,0
367,2,100000004552204100 → 100000007322059100 → 100000004552204100,5000.0,0
368,2,100000004715209100 → 100000008603331100 → 100000004715209100,5000.0,0
369,2,100000005175148100 → 100000005339662100 → 100000005175148100,5000.0,0
370,2,100000005367445100 → 100000005413948100 → 100000005367445100,5000.0,0
371,2,100000005456919100 → 100000008659445100 → 100000005456919100,5000.0,1
372,2,100000005664922100 → 100000008686247100 → 100000005664922100,5000.0,0
373,2,100000006274203100 → 100000007594394100 → 100000006274203100,5000.0,0
374,2,100000007593823100 → 100000008346837100 → 100000007593823100,5000.0,0
375,2,100000007689942100 → 100000008546855100 → 100000007689942100,5000.0,0
376,2,100000008546855100 → 100000008582730100 → 100000008546855100,5000.0,0
377,3,100000000437046100 → 100000008603629100 → 100000004351795100 → 100000000437046100,5000.0,0
378,3,100000000437046100 → 100000008603629100 → 100000007639767100 → 100000000437046100,5000.0,0
379,3,100000000437046100 → 100000008603629100 → 100000008686313100 → 100000000437046100,5000.0,0
380,3,100000001232297100 → 100000005882013100 → 100000005074393100 → 100000001232297100,5000.0,0
381,3,100000002293421100 → 100000004180097100 → 100000004765639100 → 100000002293421100,5000.0,0
382,3,100000005456919100 → 100000008659445100 → 100000008193577100 → 100000005456919100,5000.0,1
383,4,100000001857829100 → 100000008121806100 → 100000008346837100 → 100000005910114100 → 100000001857829100,5000.0,0
384,4,100000003016635100 → 100000008169544100 → 100000004156082100 → 100000004188160100 → 100000003016635100,5000.0,1
385,4,100000003016635100 → 100000008169544100 → 100000004156082100 → 100000005287097100 → 100000003016635100,5000.0,1
386,4,100000003796063100 → 100000008346837100 → 100000007593823100 → 100000008111003100 → 100000003796063100,5000.0,0
387,4,100000005456919100 → 100000008659445100 → 100000008736940100 → 100000008193577100 → 100000005456919100,5000.0,1
