gid,direction,rank,counterparty_gid,sum_kzt,n_tx,counterparty_role,counterparty_cluster,counterparty_seed
100000002646887100,in,1,100000008603331100,24354.0,1,peripheral,3,False
100000002648315100,in,1,100000007747786100,132000.0,1,distributor,11,True
100000002648315100,out,1,100000006989106100,64000.0,2,terminal,11,False
100000002648315100,out,2,100000002744581100,12000.0,1,terminal,11,False
100000002653187100,in,1,100000000933075100,15000.0,1,peripheral,13,False
100000002653948100,in,1,100000000331309100,85200.0,1,coordinator,6,False
100000002659103100,in,1,100000004717647100,165000.0,1,peripheral,46,False
100000002659265100,in,1,100000008746449100,141000.0,1,distributor,3,False
100000002660298100,in,1,100000005704413100,30900.0,1,distributor,8,False
100000002662768100,in,1,100000004358004100,84300.0,1,distributor,4,True
100000002663511100,in,1,100000000437046100,268940.0,1,coordinator,1,False
100000002666248100,in,1,100000003684369100,70032.0,1,distributor,4,True
100000002670463100,in,1,100000008460102100,31500.0,1,distributor,19,False
100000002670860100,in,1,100000005242320100,250000.0,1,distributor,10,False
100000002670860100,in,2,100000007747786100,200000.0,1,distributor,11,True
100000002670960100,in,1,100000005242320100,480310.0,1,distributor,10,False
100000002671326100,in,1,100000002032323100,1050000.0,2,peripheral,3,False
100000002671806100,in,1,100000008680731100,12440.0,1,distributor,13,True
100000002677201100,in,1,100000008466579100,150000.0,1,distributor,3,False
100000002677201100,out,1,100000003125997100,87750.0,1,peripheral,3,False
100000002679516100,in,1,100000004420041100,36500.0,1,peripheral,13,False
100000002679516100,in,2,100000008165763100,36050.0,1,transit,4,False
100000002679516100,in,3,100000008680731100,29785.0,1,distributor,13,True
100000002680477100,in,1,100000002748180100,25000.0,1,distributor,10,False
100000002681449100,in,1,100000000437046100,82738.0,1,coordinator,1,False
100000002681449100,in,2,100000006866783100,11900.0,1,distributor,1,True
100000002681449100,out,1,100000003404627100,120000.0,1,consolidator,41,False
100000002681449100,out,2,100000004486525100,13000.0,1,consolidator,1,False
100000002681544100,in,1,100000005782781100,130965.0,1,peripheral,11,False
100000002681544100,in,2,100000008603629100,35107.0,1,coordinator,7,False
100000002686226100,in,1,100000002713074100,430000.0,2,peripheral,17,False
100000002689717100,in,1,100000005704413100,47500.0,1,distributor,8,False
100000002691583100,in,1,100000008461532100,285200.0,1,distributor,28,False
100000002691858100,in,1,100000008172352100,51500.0,1,peripheral,33,False
100000002692044100,in,1,100000008680731100,97000.0,1,distributor,13,True
100000002692750100,in,1,100000008748408100,92830.0,1,distributor,9,False
100000002692750100,in,2,100000003636627100,10000.0,1,peripheral,9,False
100000002692750100,in,3,100000006788200100,10000.0,1,peripheral,9,False
100000002692750100,out,1,100000003636627100,77000.0,8,peripheral,9,False
100000002695812100,in,1,100000005704413100,95000.0,1,distributor,8,False
100000002696152100,in,1,100000002156381100,21800.0,3,peripheral,34,False
100000002696152100,out,1,100000002156381100,51000.0,6,peripheral,34,False
100000002696152100,out,2,100000002723439100,18000.0,2,peripheral,34,False
100000002697752100,in,1,100000008603629100,100320.0,1,coordinator,7,False
100000002697752100,in,2,100000008477350100,90465.0,1,coordinator,1,False
100000002700161100,in,1,100000004659919100,39000.0,1,peripheral,52,False
100000002702968100,in,1,100000005704413100,31600.0,1,distributor,8,False
100000002703376100,in,1,100000004351795100,46501.0,1,coordinator,1,False
100000002704875100,in,1,100000008603629100,112676.0,2,coordinator,7,False
100000002704875100,in,2,100000000331309100,101665.0,1,coordinator,6,False
100000002704875100,in,3,100000003016635100,30550.0,1,distributor,5,True
100000002705460100,in,1,100000008531133100,95000.0,1,peripheral,5,False
100000002706810100,in,1,100000008460102100,45000.0,1,distributor,19,False
100000002707106100,in,1,100000002963189100,15000.0,2,peripheral,15,False
100000002708624100,in,1,100000001526235100,25000.0,1,distributor,27,False
100000002710570100,in,1,100000003004487100,225015.0,1,consolidator,32,False
100000002712416100,in,1,100000008512827100,101500.0,1,distributor,10,False
100000002712416100,in,2,100000008547844100,15300.0,1,coordinator,3,False
100000002713074100,in,1,100000008413748100,450000.0,1,distributor,17,False
100000002713074100,in,2,100000003242289100,250000.0,1,coordinator,17,False
100000002713074100,out,1,100000002686226100,430000.0,2,peripheral,17,False
100000002713974100,in,1,100000002481974100,50000.0,1,peripheral,7,False
100000002718366100,in,1,100000008547948100,959000.0,3,coordinator,3,False
100000002718366100,in,2,100000008710791100,890000.0,2,distributor,3,False
100000002718366100,in,3,100000001162560100,419200.0,1,distributor,3,False
100000002720627100,in,1,100000000343175100,199300.0,1,distributor,12,True
100000002721825100,in,1,100000002597003100,11000.0,1,peripheral,1,False
100000002722108100,in,1,100000005242320100,800000.0,2,distributor,10,False
100000002723439100,in,1,100000002696152100,18000.0,2,peripheral,34,False
100000002723538100,in,1,100000008603629100,70647.0,1,coordinator,7,False
100000002723538100,in,2,100000002306369100,20000.0,1,peripheral,4,False
100000002723538100,in,3,100000004400305100,15000.0,1,distributor,1,False
100000002723538100,out,1,100000004417753100,92099.0,1,terminal,4,False
100000002723538100,out,2,100000008603629100,85000.0,2,coordinator,7,False
100000002723538100,out,3,100000008620570100,80000.0,1,peripheral,7,False
100000002723674100,in,1,100000003154105100,30000.0,1,peripheral,23,False
100000002726055100,in,1,100000002185328100,10000.0,1,peripheral,23,False
100000002727288100,in,1,100000005481280100,16000.0,1,peripheral,16,False
100000002728246100,in,1,100000001384826100,10000.0,1,peripheral,6,False
100000002729875100,in,1,100000005704413100,76000.0,1,distributor,8,False
100000002731501100,in,1,100000004160650100,550370.0,5,distributor,26,False
100000002731501100,in,2,100000004005964100,10000.0,1,peripheral,26,False
100000002731501100,in,3,100000004007116100,10000.0,1,peripheral,26,True
100000002731501100,out,1,100000003275398100,300000.0,1,peripheral,26,False
100000002731501100,out,2,100000003031890100,215000.0,10,terminal,26,False
100000002731501100,out,3,100000004007116100,201960.0,3,peripheral,26,True
100000002733083100,in,1,100000005704413100,15200.0,1,distributor,8,False
100000002733905100,in,1,100000001697501100,45000.0,3,distributor,2,False
100000002733905100,in,2,100000005342513100,30000.0,1,peripheral,2,False
100000002733905100,in,3,100000001166289100,25000.0,1,peripheral,2,False
100000002733905100,out,1,100000001166289100,482839.0,1,peripheral,2,False
100000002733905100,out,2,100000005342513100,235000.0,2,peripheral,2,False
100000002734815100,in,1,100000008746449100,110000.0,1,distributor,3,False
100000002736033100,in,1,100000008512552100,34530.0,1,peripheral,17,False
100000002736033100,out,1,100000008327791100,11000.0,1,peripheral,17,False
100000002736316100,in,1,100000002957787100,189690.0,1,coordinator,1,False
100000002736316100,in,2,100000008603629100,47942.0,1,coordinator,7,False
100000002736316100,in,3,100000008346837100,29289.0,1,coordinator,14,False
100000002737980100,in,1,100000004150593100,32900.0,1,distributor,5,False
100000002738256100,in,1,100000004135268100,150200.0,1,transit,53,False
100000002738256100,out,1,100000004135268100,175000.0,1,transit,53,False
100000002741024100,in,1,100000007629096100,765205.0,5,consolidator,1,False
100000002741024100,in,2,100000008304139100,26000.0,1,distributor,4,False
100000002741024100,in,3,100000005910114100,10785.0,1,coordinator,1,False
100000002741024100,out,1,100000007629096100,360000.0,1,consolidator,1,False
100000002741024100,out,2,100000008680912100,45112.0,2,peripheral,1,False
100000002741024100,out,3,100000001439416100,10000.0,1,peripheral,1,False
100000002742067100,in,1,100000004156082100,12730.0,1,coordinator,16,False
100000002744581100,in,1,100000002648315100,12000.0,1,peripheral,11,False
100000002748040100,in,1,100000005704413100,18000.0,1,distributor,8,False
100000002748180100,in,1,100000008680731100,9900.0,1,distributor,13,True
100000002748180100,out,1,100000005242320100,180000.0,1,distributor,10,False
100000002748180100,out,2,100000003054328100,140000.0,1,peripheral,10,False
100000002748180100,out,3,100000005514161100,125000.0,2,consolidator,10,False
100000002748511100,in,1,100000003406094100,20000.0,1,peripheral,5,False
100000002748532100,in,1,100000008743913100,174600.0,1,distributor,22,False
100000002748532100,in,2,100000001162560100,128783.0,1,distributor,3,False
100000002748532100,in,3,100000005933757100,52192.0,1,distributor,15,False
100000002748532100,out,1,100000001714173100,638905.0,6,terminal,22,False
100000002748532100,out,2,100000008751380100,7780.0,1,terminal,3,False
100000002748581100,in,1,100000005933757100,41180.0,1,distributor,15,False
100000002748761100,in,1,100000005242320100,796800.0,3,distributor,10,False
100000002750332100,in,1,100000005498992100,11360.0,1,distributor,3,True
100000002750956100,in,1,100000006866783100,47416.0,1,distributor,1,True
100000002752565100,in,1,100000008739887100,57000.0,1,peripheral,7,False
100000002753146100,in,1,100000005242320100,803540.0,3,distributor,10,False
100000002755292100,in,1,100000000331309100,203400.0,1,coordinator,6,False
100000002757240100,in,1,100000008165763100,51183.0,1,transit,4,False
100000002757791100,in,1,100000006240939100,73050.0,1,peripheral,9,False
100000002757797100,in,1,100000008680731100,100000.0,1,distributor,13,True
100000002760175100,in,1,100000000343175100,187410.0,1,distributor,12,True
100000002762076100,in,1,100000007747786100,89450.0,1,distributor,11,True
100000002762076100,in,2,100000008680731100,50900.0,1,distributor,13,True
100000002762076100,out,1,100000008655035100,30000.0,1,terminal,11,False
100000002769809100,in,1,100000008647905100,113422.0,1,peripheral,18,False
100000002773323100,in,1,100000008547844100,195000.0,1,coordinator,3,False
100000002773323100,in,2,100000008465789100,90000.0,1,distributor,3,False
100000002773323100,out,1,100000002884708100,1171644.0,2,peripheral,3,False
100000002774456100,in,1,100000000343175100,50363.0,1,distributor,12,True
100000002778085100,in,1,100000003016635100,66208.0,1,distributor,5,True
100000002779485100,in,1,100000001363952100,91000.0,2,peripheral,7,False
100000002781227100,in,1,100000008522127100,145000.0,3,peripheral,64,True
100000002781227100,in,2,100000002796853100,46167.62,5,peripheral,64,False
100000002781227100,out,1,100000002796853100,199000.0,8,peripheral,64,False
100000002781227100,out,2,100000008466579100,6952.0,1,distributor,3,False
100000002781227100,out,3,100000008547948100,6468.0,1,coordinator,3,False
100000002784085100,in,1,100000005498992100,200000.0,1,distributor,3,True
100000002791494100,in,1,100000005704413100,85860.0,1,distributor,8,False
100000002793851100,in,1,100000003016635100,11052.0,1,distributor,5,True
100000002793881100,in,1,100000008710791100,340000.0,1,distributor,3,False
100000002793881100,in,2,100000008752616100,290000.0,1,peripheral,3,False
100000002793881100,in,3,100000008547948100,155600.0,1,coordinator,3,False
100000002794197100,in,1,100000007747786100,30100.0,1,distributor,11,True
100000002794374100,in,1,100000007472293100,111000.0,1,peripheral,49,False
100000002796853100,in,1,100000002781227100,199000.0,8,transit,64,False
100000002796853100,out,1,100000002781227100,46167.62,5,transit,64,False
100000002799941100,in,1,100000003854444100,600000.0,1,distributor,18,False
100000002807334100,in,1,100000000331309100,54715.0,1,coordinator,6,False
100000002809568100,in,1,100000006866783100,10000.0,1,distributor,1,True
100000002809896100,in,1,100000005578559100,38000.0,1,distributor,8,False
100000002810870100,in,1,100000002527114100,33677.0,1,distributor,2,True
100000002812641100,in,1,100000002838861100,10000.0,1,consolidator,3,False
100000002812641100,out,1,100000002838861100,7023.95,1,consolidator,3,False
100000002815005100,in,1,100000008547948100,476500.0,1,coordinator,3,False
100000002818726100,in,1,100000008346837100,10879.0,1,coordinator,14,False
100000002820010100,in,1,100000008748408100,30000.0,1,distributor,9,False
100000002821425100,in,1,100000005242320100,275000.0,1,distributor,10,False
100000002822472100,in,1,100000005242320100,207315.0,1,distributor,10,False
100000002822472100,in,2,100000005933757100,59407.0,1,distributor,15,False
100000002824176100,in,1,100000003977183100,144000.0,1,peripheral,9,True
100000002826669100,in,1,100000008686313100,159900.0,4,peripheral,1,False
100000002830055100,in,1,100000002527114100,14000.0,1,distributor,2,True
100000002831727100,in,1,100000003873332100,6000.0,1,peripheral,18,False
100000002831727100,out,1,100000005628518100,77000.0,3,terminal,18,False
100000002832753100,in,1,100000002575080100,12500.0,1,transit,16,False
100000002835874100,in,1,100000008489922100,58700.0,1,coordinator,3,False
100000002836052100,in,1,100000007908818100,15000.0,1,peripheral,4,False
100000002836736100,in,1,100000003923946100,316000.0,1,peripheral,9,False
100000002836736100,in,2,100000007747786100,193000.0,1,distributor,11,True
100000002838519100,in,1,100000005933757100,46900.0,1,distributor,15,False
100000002838861100,in,1,100000005498992100,289500.0,1,distributor,3,True
100000002838861100,in,2,100000007747786100,108000.0,1,distributor,11,True
100000002838861100,in,3,100000005578559100,83000.0,1,distributor,8,False
100000002838861100,out,1,100000002812641100,10000.0,1,peripheral,3,False
100000002842321100,in,1,100000000331309100,160000.0,1,coordinator,6,False
100000002842337100,in,1,100000000267734100,50000.0,1,peripheral,11,False
100000002844652100,in,1,100000007747786100,61360.0,1,distributor,11,True
100000002844897100,in,1,100000005498992100,10800.0,1,distributor,3,True
100000002845605100,in,1,100000006866783100,57567.0,1,distributor,1,True
100000002847207100,in,1,100000003684369100,46243.0,1,distributor,4,True
100000002849158100,in,1,100000008710791100,385000.0,1,distributor,3,False
100000002849158100,in,2,100000008547948100,245000.0,1,coordinator,3,False
100000002849158100,in,3,100000008512827100,93000.0,1,distributor,10,False
100000002849158100,out,1,100000002126791100,1313000.0,3,peripheral,3,False
100000002852402100,in,1,100000008188026100,55000.0,1,peripheral,16,False
100000002858835100,in,1,100000002527114100,24400.0,1,distributor,2,True
100000002860934100,in,1,100000003001661100,279500.0,4,peripheral,29,False
100000002861485100,in,1,100000003016635100,29323.0,1,distributor,5,True
100000002862113100,in,1,100000005933757100,47405.0,2,distributor,15,False
100000002863356100,in,1,100000001697501100,45000.0,1,distributor,2,False
100000002863356100,out,1,100000005756535100,20000.0,1,terminal,2,False
100000002864256100,in,1,100000003684369100,135780.0,1,distributor,4,True
100000002864680100,in,1,100000008680731100,55932.0,1,distributor,13,True
100000002870463100,in,1,100000008748408100,100000.0,2,distributor,9,False
100000002870463100,in,2,100000005142492100,57000.0,1,peripheral,9,False
100000002870463100,in,3,100000005704413100,50000.0,1,distributor,8,False
100000002870463100,out,1,100000005142492100,10000.0,1,peripheral,9,False
100000002870937100,in,1,100000007747786100,83700.0,1,distributor,11,True
100000002871199100,in,1,100000005933757100,23186.0,1,distributor,15,False
100000002872399100,in,1,100000002958343100,1090000.0,9,peripheral,11,False
100000002876914100,in,1,100000008460102100,12000.0,1,distributor,19,False
100000002877262100,in,1,100000008547844100,100000.0,1,coordinator,3,False
100000002878467100,in,1,100000008465789100,100000.0,1,distributor,3,False
100000002878467100,in,2,100000008466579100,100000.0,1,distributor,3,False
100000002878483100,in,1,100000008460102100,6000.0,1,distributor,19,False
100000002881669100,in,1,100000008680731100,18600.0,1,distributor,13,True
100000002883402100,in,1,100000008710791100,150000.0,1,distributor,3,False
100000002883402100,in,2,100000005242320100,140000.0,1,distributor,10,False
100000002883402100,in,3,100000002963189100,10000.0,1,peripheral,15,False
100000002884708100,in,1,100000002773323100,1171644.0,2,peripheral,3,False
100000002886166100,in,1,100000004160650100,185000.0,3,distributor,26,False
100000002890167100,in,1,100000003016635100,118150.0,1,distributor,5,True
100000002891765100,in,1,100000005933757100,55576.0,1,distributor,15,False
100000002893020100,in,1,100000005578559100,18340.0,1,distributor,8,False
100000002894076100,in,1,100000007747786100,741782.0,3,distributor,11,True
100000002894076100,in,2,100000008466579100,155000.0,1,distributor,3,False
100000002894076100,in,3,100000008710843100,146000.0,1,distributor,22,False
100000002896506100,in,1,100000003171587100,45000.0,1,peripheral,6,False
100000002901457100,in,1,100000008477350100,340000.0,1,coordinator,1,False
100000002901457100,out,1,100000003207060100,53000.0,1,peripheral,1,False
100000002901457100,out,2,100000000913911100,41000.0,1,peripheral,4,False
100000002901457100,out,3,100000008588665100,25000.0,1,peripheral,1,False
100000002904919100,in,1,100000000437046100,60325.0,1,coordinator,1,False
100000002904919100,out,1,100000004013952100,5500.0,1,peripheral,1,False
100000002906470100,in,1,100000003854444100,130000.0,1,distributor,18,False
100000002908521100,in,1,100000002578405100,44500.0,1,distributor,2,False
100000002911170100,in,1,100000007442518100,300000.0,2,peripheral,31,False
100000002913340100,in,1,100000002578405100,23600.0,1,distributor,2,False
100000002914245100,in,1,100000006977207100,140611.0,1,distributor,21,False
100000002916006100,out,1,100000008516839100,32000.0,1,peripheral,20,True
100000002921047100,in,1,100000007747786100,175000.0,1,distributor,11,True
100000002921047100,in,2,100000008489922100,163000.0,1,coordinator,3,False
100000002921047100,out,1,100000002635780100,163000.02,1,terminal,11,False
100000002922000100,in,1,100000004717647100,448000.0,1,peripheral,46,False
100000002926970100,in,1,100000005578559100,85000.0,1,distributor,8,False
100000002933386100,in,1,100000003249054100,15000.0,1,consolidator,4,False
100000002933386100,out,1,100000003247600100,58000.0,1,peripheral,4,False
100000002934441100,in,1,100000006866783100,36068.0,1,distributor,1,True
100000002934441100,in,2,100000002957787100,24777.6,1,coordinator,1,False
100000002936322100,in,1,100000006977207100,599966.0,1,distributor,21,False
100000002936322100,in,2,100000008603629100,187167.0,1,coordinator,7,False
100000002938501100,in,1,100000003016635100,8395.0,1,distributor,5,True
100000002938501100,out,1,100000000490383100,5000.0,1,distributor,5,False
100000002939838100,in,1,100000001530983100,340000.0,1,distributor,5,False
100000002939838100,in,2,100000004398811100,138172.0,1,peripheral,4,False
100000002939838100,in,3,100000003684369100,93061.0,1,distributor,4,True
100000002941114100,in,1,100000005168487100,103510.0,14,peripheral,12,False
100000002941114100,in,2,100000000343175100,25000.0,1,distributor,12,True
100000002941114100,out,1,100000005168487100,15000.0,1,peripheral,12,False
100000002943472100,in,1,100000008547844100,170000.0,1,coordinator,3,False
100000002945031100,in,1,100000008346837100,15000.0,1,coordinator,14,False
100000002945626100,in,1,100000008710791100,330000.0,1,distributor,3,False
100000002945626100,in,2,100000008489922100,170000.0,1,coordinator,3,False
100000002945626100,in,3,100000008743913100,84000.0,1,distributor,22,False
100000002947299100,in,1,100000008165763100,85000.0,1,transit,4,False
100000002948492100,in,1,100000005933757100,23660.0,1,distributor,15,False
100000002951898100,in,1,100000005933757100,39990.0,1,distributor,15,False
100000002952631100,in,1,100000003016635100,48050.0,1,distributor,5,True
100000002952756100,in,1,100000007534354100,47000.0,1,peripheral,10,False
100000002954780100,in,1,100000008710791100,133400.0,1,distributor,3,False
100000002956769100,in,1,100000008742053100,440000.0,1,distributor,10,False
100000002956769100,in,2,100000008512827100,340000.0,1,distributor,10,False
100000002956769100,in,3,100000008517538100,60000.0,1,distributor,3,False
100000002956779100,in,1,100000004398811100,411000.0,1,peripheral,4,False
100000002956898100,in,1,100000004156082100,233000.0,1,coordinator,16,False
100000002956898100,in,2,100000004150593100,57240.0,1,distributor,5,False
100000002957306100,in,1,100000000343175100,209500.0,1,distributor,12,True
100000002957306100,in,2,100000003684369100,188990.0,1,distributor,4,True
100000002957787100,in,1,100000005910114100,45856.0,2,coordinator,1,False
100000002957787100,in,2,100000005268319100,24000.0,3,peripheral,1,False
100000002957787100,in,3,100000004070318100,7600.0,1,distributor,1,False
100000002957787100,out,1,100000005314565100,218500.0,3,terminal,1,False
100000002957787100,out,2,100000002736316100,189690.0,1,terminal,1,False
100000002957787100,out,3,100000006100920100,100000.0,1,terminal,1,False
100000002958139100,in,1,100000008547948100,209500.0,2,coordinator,3,False
100000002958286100,in,1,100000005498992100,257000.0,1,distributor,3,True
100000002958343100,in,1,100000000274067100,2900000.0,4,peripheral,11,False
100000002958343100,out,1,100000002872399100,1090000.0,9,terminal,11,False
100000002958343100,out,2,100000000274067100,300000.0,8,peripheral,11,False
100000002958345100,in,1,100000005242320100,307000.0,1,distributor,10,False
100000002963189100,in,1,100000005933757100,490000.0,3,distributor,15,False
100000002963189100,out,1,100000008517061100,1844000.0,4,peripheral,15,False
100000002963189100,out,2,100000002605308100,1500000.0,3,terminal,15,False
100000002963189100,out,3,100000005933757100,1150000.0,3,distributor,15,False
100000002964966100,in,1,100000005612411100,200000.0,1,distributor,4,False
100000002968096100,in,1,100000000413678100,70000.0,1,peripheral,7,False
100000002969048100,in,1,100000008748408100,108470.0,1,distributor,9,False
100000002970466100,in,1,100000004400305100,23317.0,1,distributor,1,False
100000002970466100,out,1,100000008735802100,85000.0,2,peripheral,1,False
100000002970466100,out,2,100000004433250100,8000.0,1,peripheral,1,False
100000002971593100,in,1,100000005756189100,49050.0,1,peripheral,6,False
100000002973903100,in,1,100000008680731100,42680.0,1,distributor,13,True
100000002973903100,in,2,100000002723538100,30200.0,1,distributor,7,False
100000002973903100,in,3,100000006707582100,20000.0,1,distributor,12,False
100000002974256100,in,1,100000008229700100,7200.0,1,peripheral,13,False
100000002975287100,in,1,100000008413748100,15000.0,1,distributor,17,False
100000002975437100,in,1,100000002175422100,530000.0,2,peripheral,32,False
100000002975437100,out,1,100000002175422100,8500.0,1,peripheral,32,False
100000002981489100,in,1,100000008490127100,10000.0,1,peripheral,6,False
100000002981527100,in,1,100000005498992100,168000.0,1,distributor,3,True
100000002982252100,in,1,100000002527114100,20320.0,1,distributor,2,True
100000002983426100,in,1,100000005578559100,88945.0,1,distributor,8,False
100000002983879100,in,1,100000008165763100,114100.0,1,transit,4,False
100000002983879100,in,2,100000000331309100,85950.0,1,coordinator,6,False
100000002984403100,in,1,100000001526235100,20000.0,1,distributor,27,False
100000002984403100,out,1,100000000404740100,25000.0,1,peripheral,27,False
100000002986245100,in,1,100000008460102100,5750.0,1,distributor,19,False
100000002988894100,in,1,100000003684369100,306121.0,1,distributor,4,True
100000002988894100,out,1,100000003003821100,40000.0,1,terminal,4,False
100000002988894100,out,2,100000007629121100,29000.0,1,terminal,4,False
100000002988894100,out,3,100000003024542100,8500.0,1,terminal,4,False
100000002989353100,in,1,100000005242320100,500000.0,2,distributor,10,False
100000002989353100,out,1,100000001311175100,300000.0,1,peripheral,10,False
100000002989353100,out,2,100000000581662100,21160.0,1,peripheral,10,False
100000002990675100,in,1,100000000331309100,51143.0,1,coordinator,6,False
100000002991079100,in,1,100000008389800100,97200.0,2,peripheral,5,False
100000002991079100,in,2,100000003016635100,51700.0,1,distributor,5,True
100000002991079100,out,1,100000008141170100,11000.0,1,terminal,5,False
100000002992171100,in,1,100000002527114100,14627.0,1,distributor,2,True
100000002994441100,in,1,100000001373265100,5000.0,1,peripheral,7,False
100000002999140100,in,1,100000004420041100,10000.0,2,peripheral,13,False
100000003001138100,in,1,100000003001661100,30000.0,1,peripheral,29,False
100000003001564100,in,1,100000003016635100,23520.0,1,distributor,5,True
100000003001564100,out,1,100000003191430100,180000.0,1,terminal,5,False
100000003001661100,in,1,100000007382543100,110000.0,1,peripheral,29,False
100000003001661100,out,1,100000002860934100,279500.0,4,peripheral,29,False
100000003001661100,out,2,100000007382543100,110000.0,1,peripheral,29,False
100000003001661100,out,3,100000003001138100,30000.0,1,peripheral,29,False
100000003003821100,in,1,100000002988894100,40000.0,1,peripheral,4,False
100000003004487100,in,1,100000002175422100,115000.0,6,peripheral,32,False
100000003004487100,in,2,100000006866783100,47967.0,1,distributor,1,True
100000003004487100,in,3,100000002957787100,11467.8,1,coordinator,1,False
100000003004487100,out,1,100000002710570100,225015.0,1,terminal,32,False
100000003004487100,out,2,100000002175422100,40000.0,2,peripheral,32,False
100000003005167100,in,1,100000008460102100,7000.0,1,distributor,19,False
100000003006633100,in,1,100000002217161100,10000.0,1,peripheral,36,False
100000003009900100,in,1,100000005578559100,15998.0,1,distributor,8,False
100000003010908100,in,1,100000008379273100,17000.0,1,transit,8,False
100000003014659100,in,1,100000000343175100,280000.0,1,distributor,12,True
100000003016438100,in,1,100000008466579100,200000.0,1,distributor,3,False
100000003016438100,out,1,100000004006327100,300000.0,3,peripheral,3,False
100000003016635100,in,1,100000005287097100,392500.0,25,distributor,5,False
100000003016635100,in,2,100000006579678100,81600.0,1,peripheral,5,False
100000003016635100,in,3,100000008636603100,43200.0,2,peripheral,5,False
100000003016635100,out,1,100000002173161100,869500.0,3,terminal,5,False
100000003016635100,out,2,100000001567366100,824070.0,4,terminal,5,False
100000003016635100,out,3,100000000706545100,721300.0,6,peripheral,5,False
100000003016773100,in,1,100000003589877100,46555.0,1,peripheral,3,False
100000003022835100,in,1,100000003684369100,125000.0,1,distributor,4,True
100000003024542100,in,1,100000002988894100,8500.0,1,peripheral,4,False
100000003025903100,in,1,100000003171587100,386300.0,6,peripheral,6,False
100000003031003100,in,1,100000008742053100,185000.0,1,distributor,10,False
100000003031003100,in,2,100000008710791100,80000.0,1,distributor,3,False
100000003031003100,in,3,100000005704413100,15090.0,1,distributor,8,False
100000003031633100,in,1,100000008547948100,414000.0,2,coordinator,3,False
100000003031761100,in,1,100000006977207100,460408.0,1,distributor,21,False
100000003031890100,in,1,100000002731501100,215000.0,10,peripheral,26,False
100000003034546100,in,1,100000001162560100,486715.0,2,distributor,3,False
100000003035737100,in,1,100000000331309100,453600.0,2,coordinator,6,False
100000003035737100,in,2,100000001857829100,355570.0,1,coordinator,7,False
100000003035737100,out,1,100000004800452100,6544.53,1,peripheral,6,False
100000003036198100,in,1,100000008304139100,15000.0,1,distributor,4,False
100000003037476100,in,1,100000008489922100,370000.0,1,coordinator,3,False
100000003037476100,in,2,100000008517538100,95000.0,1,distributor,3,False
100000003037476100,in,3,100000008742053100,90000.0,1,distributor,10,False
100000003037660100,in,1,100000003684369100,53000.0,1,distributor,4,True
100000003039473100,in,1,100000006518161100,23000.0,1,transit,5,False
100000003040087100,in,1,100000005704413100,29000.0,1,distributor,8,False
100000003042994100,in,1,100000003016635100,286086.0,3,distributor,5,True
100000003044431100,in,1,100000000331309100,30000.0,1,coordinator,6,False
100000003044431100,in,2,100000004847758100,30000.0,1,distributor,4,False
100000003044518100,in,1,100000007747786100,34423.0,1,distributor,11,True
100000003047800100,in,1,100000007333038100,12212.0,1,peripheral,10,False
100000003050771100,in,1,100000008346837100,229000.0,1,coordinator,14,False
100000003054328100,in,1,100000002748180100,140000.0,1,distributor,10,False
100000003054328100,out,1,100000002308091100,186720.0,1,terminal,10,False
100000003054328100,out,2,100000008755754100,7000.0,1,terminal,10,False
100000003057225100,in,1,100000003016635100,236000.0,1,distributor,5,True
100000003060187100,in,1,100000003854444100,93046.0,1,distributor,18,False
100000003060517100,in,1,100000008413748100,315955.0,1,distributor,17,False
100000003061115100,in,1,100000004931931100,45000.0,1,peripheral,1,False
100000003062895100,in,1,100000003589877100,178444.0,1,peripheral,3,False
100000003062895100,in,2,100000003880331100,150000.0,1,distributor,7,False
100000003066385100,in,1,100000002957787100,10000.0,1,coordinator,1,False
100000003066385100,in,2,100000006866783100,10000.0,1,distributor,1,True
100000003068941100,in,1,100000004400305100,50000.0,1,distributor,1,False
100000003068941100,in,2,100000008748408100,30000.0,1,distributor,9,False
100000003068941100,in,3,100000005665181100,14000.0,1,distributor,6,False
100000003068941100,out,1,100000001130176100,25000.0,2,terminal,1,False
100000003069463100,in,1,100000008461532100,11500.0,1,distributor,28,False
100000003069463100,out,1,100000002514975100,17920.0,1,peripheral,28,False
100000003071649100,in,1,100000008710791100,189500.0,1,distributor,3,False
100000003071930100,in,1,100000005498992100,227610.0,2,distributor,3,True
100000003071930100,in,2,100000008547948100,200000.0,1,coordinator,3,False
100000003071930100,in,3,100000002723538100,50000.0,1,distributor,7,False
100000003071930100,out,1,100000000190228100,5000.0,1,peripheral,3,False
100000003072205100,in,1,100000008517538100,100000.0,1,distributor,3,False
100000003072205100,in,2,100000008746449100,63000.0,1,distributor,3,False
100000003072676100,in,1,100000008413748100,31545.0,1,distributor,17,False
100000003073398100,in,1,100000008748408100,92960.0,1,distributor,9,False
100000003073635100,in,1,100000008603629100,129231.0,1,coordinator,7,False
100000003074515100,in,1,100000008489922100,105000.0,1,coordinator,3,False
100000003078839100,in,1,100000003215448100,14000.0,2,peripheral,7,False
100000003083865100,in,1,100000005704413100,15000.0,1,distributor,8,False
100000003084870100,in,1,100000004368189100,6500.0,1,peripheral,10,False
100000003086040100,in,1,100000004071080100,10500.0,1,consolidator,1,False
