gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,seed_reach,bridge,rapid_48h,boundary
100000002750956100,terminal,0.62,1,0.309382,"Наблюдаемый конечный узел: вход от 1 клиентов (47,416 KZT), исходящих нет; колено 1<4.",1,False,1,0,47416.0,0.0,1,0,1,0.0,0.0,False
100000002752565100,peripheral,0.55,7,0.219359,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,57000.0,0.0,1,0,2,0.0,0.0,True
100000002753146100,terminal,0.62,10,0.4542,"Наблюдаемый конечный узел: вход от 1 клиентов (803,540 KZT), исходящих нет; колено 3<4.",3,False,1,0,803540.0,0.0,3,0,2,0.0,0.0,False
100000002755292100,terminal,0.62,6,0.455637,"Наблюдаемый конечный узел: вход от 1 клиентов (203,400 KZT), исходящих нет; колено 3<4.",3,False,1,0,203400.0,0.0,1,0,3,0.0,0.0,False
100000002757240100,terminal,0.62,4,0.408221,"Наблюдаемый конечный узел: вход от 1 клиентов (51,183 KZT), исходящих нет; колено 2<4.",2,False,1,0,51183.0,0.0,1,0,3,0.0,0.0,False
100000002757791100,terminal,0.62,9,0.32704,"Наблюдаемый конечный узел: вход от 1 клиентов (73,050 KZT), исходящих нет; колено 3<4.",3,False,1,0,73050.0,0.0,1,0,1,0.0,0.0,False
100000002757797100,terminal,0.62,13,0.338951,"Наблюдаемый конечный узел: вход от 1 клиентов (100,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,100000.0,0.0,1,0,1,0.0,0.0,False
100000002760175100,terminal,0.62,12,0.477756,"Наблюдаемый конечный узел: вход от 1 клиентов (187,410 KZT), исходящих нет; колено 1<4.",1,False,1,0,187410.0,0.0,1,0,5,0.0,0.0,False
100000002762076100,peripheral,0.6,11,0.478058,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 1.",1,False,2,1,140350.0,30000.0,2,1,2,0.0,0.0,False
100000002769809100,terminal,0.62,18,0.344017,"Наблюдаемый конечный узел: вход от 1 клиентов (113,422 KZT), исходящих нет; колено 3<4.",3,False,1,0,113422.0,0.0,1,0,1,0.0,0.0,False
100000002773323100,peripheral,0.6,3,0.589624,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 3.",3,False,2,1,285000.0,1171644.0,2,2,3,9.27574948055803e-06,0.0,False
100000002774456100,terminal,0.62,12,0.433517,"Наблюдаемый конечный узел: вход от 1 клиентов (50,363 KZT), исходящих нет; колено 1<4.",1,False,1,0,50363.0,0.0,1,0,5,0.0,0.0,False
100000002778085100,terminal,0.62,5,0.387122,"Наблюдаемый конечный узел: вход от 1 клиентов (66,208 KZT), исходящих нет; колено 1<4.",1,False,1,0,66208.0,0.0,1,0,2,0.0,0.0,False
100000002779485100,terminal,0.62,7,0.334678,"Наблюдаемый конечный узел: вход от 1 клиентов (91,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,91000.0,0.0,2,0,1,0.0,0.0,False
100000002781227100,transit,0.7291,64,0.596729,"Признаки транзита: отдал 111% видимого входа; 2→3 связей, быстрый выход 62%.",1,False,2,3,191167.62,212420.0,8,10,1,0.0,0.625,False
100000002784085100,terminal,0.62,3,0.3616,"Наблюдаемый конечный узел: вход от 1 клиентов (200,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,200000.0,0.0,1,0,1,0.0,0.0,False
100000002791494100,peripheral,0.55,8,0.226884,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,85860.0,0.0,1,0,2,0.0,0.0,True
100000002793851100,terminal,0.62,5,0.313693,"Наблюдаемый конечный узел: вход от 1 клиентов (11,052 KZT), исходящих нет; колено 1<4.",1,False,1,0,11052.0,0.0,1,0,2,0.0,0.0,False
100000002793881100,terminal,0.7,3,0.591266,"Наблюдаемый конечный узел: вход от 3 клиентов (785,600 KZT), исходящих нет; колено 3<4.",3,False,3,0,785600.0,0.0,3,0,4,0.0,0.0,False
100000002794197100,terminal,0.62,11,0.29267,"Наблюдаемый конечный узел: вход от 1 клиентов (30,100 KZT), исходящих нет; колено 1<4.",1,False,1,0,30100.0,0.0,1,0,1,0.0,0.0,False
100000002794374100,peripheral,0.55,49,0.196849,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,111000.0,0.0,1,0,1,0.0,0.0,True
100000002796853100,peripheral,0.6,64,0.39797,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",2,False,1,1,199000.0,46167.62,8,5,1,0.0,0.875,False
100000002799941100,terminal,0.62,18,0.387992,"Наблюдаемый конечный узел: вход от 1 клиентов (600,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,600000.0,0.0,1,0,1,0.0,0.0,False
100000002807334100,terminal,0.62,6,0.410792,"Наблюдаемый конечный узел: вход от 1 клиентов (54,715 KZT), исходящих нет; колено 3<4.",3,False,1,0,54715.0,0.0,1,0,3,0.0,0.0,False
100000002809568100,terminal,0.62,1,0.246464,"Наблюдаемый конечный узел: вход от 1 клиентов (10,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,10000.0,0.0,1,0,1,0.0,0.0,False
100000002809896100,terminal,0.62,8,0.300194,"Наблюдаемый конечный узел: вход от 1 клиентов (38,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,38000.0,0.0,1,0,1,0.0,0.0,False
100000002810870100,terminal,0.62,2,0.295543,"Наблюдаемый конечный узел: вход от 1 клиентов (33,677 KZT), исходящих нет; колено 1<4.",1,False,1,0,33677.0,0.0,1,0,1,0.0,0.0,False
100000002812641100,peripheral,0.6,3,0.383841,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",2,False,1,1,10000.0,7023.95,1,1,3,0.0,1.0,False
100000002815005100,terminal,0.62,3,0.446259,"Наблюдаемый конечный узел: вход от 1 клиентов (476,500 KZT), исходящих нет; колено 3<4.",3,False,1,0,476500.0,0.0,1,0,2,0.0,0.0,False
100000002818726100,terminal,0.62,14,0.342959,"Наблюдаемый конечный узел: вход от 1 клиентов (10,879 KZT), исходящих нет; колено 3<4.",3,False,1,0,10879.0,0.0,1,0,3,0.0,0.0,False
100000002820010100,terminal,0.62,9,0.291157,"Наблюдаемый конечный узел: вход от 1 клиентов (30,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,30000.0,0.0,1,0,1,0.0,0.0,False
100000002821425100,terminal,0.62,10,0.433668,"Наблюдаемый конечный узел: вход от 1 клиентов (275,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,275000.0,0.0,1,0,2,0.0,0.0,False
100000002822472100,terminal,0.66,10,0.538444,"Наблюдаемый конечный узел: вход от 2 клиентов (266,722 KZT), исходящих нет; колено 3<4.",3,False,2,0,266722.0,0.0,2,0,3,0.0,0.0,False
100000002824176100,terminal,0.62,9,0.413742,"Наблюдаемый конечный узел: вход от 1 клиентов (144,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,144000.0,0.0,1,0,2,0.0,0.0,False
100000002826669100,terminal,0.62,1,0.446486,"Наблюдаемый конечный узел: вход от 1 клиентов (159,900 KZT), исходящих нет; колено 2<4.",2,False,1,0,159900.0,0.0,4,0,3,0.0,0.0,False
100000002830055100,terminal,0.62,2,0.255501,"Наблюдаемый конечный узел: вход от 1 клиентов (14,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,14000.0,0.0,1,0,1,0.0,0.0,False
100000002831727100,peripheral,0.6,18,0.359253,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",2,False,1,1,6000.0,77000.0,1,3,1,9.27574948055803e-06,1.0,False
100000002832753100,peripheral,0.55,16,0.145084,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,12500.0,0.0,1,0,1,0.0,0.0,True
100000002835874100,peripheral,0.55,3,0.219814,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,58700.0,0.0,1,0,2,0.0,0.0,True
100000002836052100,terminal,0.62,4,0.381148,"Наблюдаемый конечный узел: вход от 1 клиентов (15,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,15000.0,0.0,1,0,8,0.0,0.0,False
100000002836736100,terminal,0.66,9,0.553946,"Наблюдаемый конечный узел: вход от 2 клиентов (509,000 KZT), исходящих нет; колено 1<4.",1,False,2,0,509000.0,0.0,2,0,3,0.0,0.0,False
100000002838519100,terminal,0.62,15,0.308097,"Наблюдаемый конечный узел: вход от 1 клиентов (46,900 KZT), исходящих нет; колено 3<4.",3,False,1,0,46900.0,0.0,1,0,1,0.0,0.0,False
100000002838861100,consolidator,0.72,3,0.850178,"Признаки консолидации: 5 плательщиков, 1 получателей, входящий поток 554,524 KZT.",1,False,5,1,554523.95,10000.0,5,1,4,9.27574948055803e-06,0.0,False
100000002842321100,terminal,0.62,6,0.446789,"Наблюдаемый конечный узел: вход от 1 клиентов (160,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,160000.0,0.0,1,0,3,0.0,0.0,False
100000002842337100,terminal,0.62,11,0.312785,"Наблюдаемый конечный узел: вход от 1 клиентов (50,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,50000.0,0.0,1,0,1,0.0,0.0,False
100000002844652100,terminal,0.62,11,0.321633,"Наблюдаемый конечный узел: вход от 1 клиентов (61,360 KZT), исходящих нет; колено 1<4.",1,False,1,0,61360.0,0.0,1,0,1,0.0,0.0,False
100000002844897100,terminal,0.62,3,0.249867,"Наблюдаемый конечный узел: вход от 1 клиентов (10,800 KZT), исходящих нет; колено 1<4.",1,False,1,0,10800.0,0.0,1,0,1,0.0,0.0,False
100000002845605100,terminal,0.62,1,0.319743,"Наблюдаемый конечный узел: вход от 1 клиентов (57,567 KZT), исходящих нет; колено 1<4.",1,False,1,0,57567.0,0.0,1,0,1,0.0,0.0,False
100000002847207100,terminal,0.62,4,0.418733,"Наблюдаемый конечный узел: вход от 1 клиентов (46,243 KZT), исходящих нет; колено 1<4.",1,False,1,0,46243.0,0.0,1,0,4,0.0,0.0,False
100000002849158100,peripheral,0.6,3,0.655049,"Недостаточно признаков роли: 3 плательщиков, 1 получателей, колено 3.",3,False,3,1,723000.0,1313000.0,3,3,3,9.27574948055803e-06,1.0,False
100000002852402100,terminal,0.62,16,0.318306,"Наблюдаемый конечный узел: вход от 1 клиентов (55,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,55000.0,0.0,1,0,1,0.0,0.0,False
100000002858835100,terminal,0.62,2,0.28057,"Наблюдаемый конечный узел: вход от 1 клиентов (24,400 KZT), исходящих нет; колено 1<4.",1,False,1,0,24400.0,0.0,1,0,1,0.0,0.0,False
100000002860934100,peripheral,0.55,29,0.212701,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,279500.0,0.0,4,0,1,0.0,0.0,True
100000002861485100,terminal,0.62,5,0.352563,"Наблюдаемый конечный узел: вход от 1 клиентов (29,323 KZT), исходящих нет; колено 1<4.",1,False,1,0,29323.0,0.0,1,0,2,0.0,0.0,False
100000002862113100,terminal,0.62,15,0.309307,"Наблюдаемый конечный узел: вход от 1 клиентов (47,405 KZT), исходящих нет; колено 3<4.",3,False,1,0,47405.0,0.0,2,0,1,0.0,0.0,False
100000002863356100,peripheral,0.6,2,0.317082,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 2.",2,False,1,1,45000.0,20000.0,1,1,1,0.0,0.0,False
100000002864256100,terminal,0.62,4,0.459342,"Наблюдаемый конечный узел: вход от 1 клиентов (135,780 KZT), исходящих нет; колено 1<4.",1,False,1,0,135780.0,0.0,1,0,4,0.0,0.0,False
100000002864680100,terminal,0.62,13,0.318986,"Наблюдаемый конечный узел: вход от 1 клиентов (55,932 KZT), исходящих нет; колено 1<4.",1,False,1,0,55932.0,0.0,1,0,1,0.0,0.0,False
100000002870463100,peripheral,0.6,9,0.576879,"Недостаточно признаков роли: 3 плательщиков, 1 получателей, колено 2.",2,False,3,1,207000.0,10000.0,4,1,2,9.27574948055803e-06,0.25,False
100000002870937100,terminal,0.62,11,0.33154,"Наблюдаемый конечный узел: вход от 1 клиентов (83,700 KZT), исходящих нет; колено 1<4.",1,False,1,0,83700.0,0.0,1,0,1,0.0,0.0,False
100000002871199100,terminal,0.62,15,0.277243,"Наблюдаемый конечный узел: вход от 1 клиентов (23,186 KZT), исходящих нет; колено 3<4.",3,False,1,0,23186.0,0.0,1,0,1,0.0,0.0,False
100000002872399100,terminal,0.62,11,0.393021,"Наблюдаемый конечный узел: вход от 1 клиентов (1,090,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,1090000.0,0.0,9,0,1,0.0,0.0,False
100000002876914100,peripheral,0.55,19,0.14426,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,12000.0,0.0,1,0,1,0.0,0.0,True
100000002877262100,terminal,0.62,3,0.431891,"Наблюдаемый конечный узел: вход от 1 клиентов (100,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,100000.0,0.0,1,0,3,0.0,0.0,False
100000002878467100,terminal,0.66,3,0.500594,"Наблюдаемый конечный узел: вход от 2 клиентов (200,000 KZT), исходящих нет; колено 3<4.",3,False,2,0,200000.0,0.0,2,0,2,0.0,0.0,False
100000002878483100,peripheral,0.55,19,0.135868,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,6000.0,0.0,1,0,1,0.0,0.0,True
100000002881669100,terminal,0.62,13,0.267676,"Наблюдаемый конечный узел: вход от 1 клиентов (18,600 KZT), исходящих нет; колено 1<4.",1,False,1,0,18600.0,0.0,1,0,1,0.0,0.0,False
100000002883402100,terminal,0.7,3,0.573646,"Наблюдаемый конечный узел: вход от 3 клиентов (300,000 KZT), исходящих нет; колено 3<4.",3,False,3,0,300000.0,0.0,3,0,4,0.0,0.0,False
100000002884708100,peripheral,0.55,3,0.225799,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,1171644.0,0.0,2,0,1,0.0,0.0,True
100000002886166100,terminal,0.62,26,0.358348,"Наблюдаемый конечный узел: вход от 1 клиентов (185,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,185000.0,0.0,3,0,1,0.0,0.0,False
100000002890167100,terminal,0.62,5,0.407767,"Наблюдаемый конечный узел: вход от 1 клиентов (118,150 KZT), исходящих нет; колено 1<4.",1,False,1,0,118150.0,0.0,1,0,2,0.0,0.0,False
100000002891765100,terminal,0.62,15,0.318835,"Наблюдаемый конечный узел: вход от 1 клиентов (55,576 KZT), исходящих нет; колено 3<4.",3,False,1,0,55576.0,0.0,1,0,1,0.0,0.0,False
100000002893020100,terminal,0.62,8,0.267563,"Наблюдаемый конечный узел: вход от 1 клиентов (18,340 KZT), исходящих нет; колено 3<4.",3,False,1,0,18340.0,0.0,1,0,1,0.0,0.0,False
100000002894076100,consolidator,0.65,11,0.718383,"Признаки консолидации: 4 плательщиков, 0 получателей, входящий поток 1,122,782 KZT.",1,False,4,0,1122782.0,0.0,6,0,7,0.0,0.0,False
100000002896506100,peripheral,0.55,6,0.228944,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,45000.0,0.0,1,0,3,0.0,0.0,True
100000002901457100,peripheral,0.6,1,0.531439,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 3.",3,False,1,3,340000.0,119000.0,1,3,2,3.710299792223212e-05,0.0,False
100000002904919100,peripheral,0.6,1,0.396252,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,60325.0,5500.0,1,1,1,9.27574948055803e-06,0.0,False
100000002906470100,terminal,0.62,18,0.347042,"Наблюдаемый конечный узел: вход от 1 клиентов (130,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,130000.0,0.0,1,0,1,0.0,0.0,False
100000002908521100,terminal,0.62,2,0.305488,"Наблюдаемый конечный узел: вход от 1 клиентов (44,500 KZT), исходящих нет; колено 3<4.",3,False,1,0,44500.0,0.0,1,0,1,0.0,0.0,False
100000002911170100,terminal,0.62,31,0.465997,"Наблюдаемый конечный узел: вход от 1 клиентов (300,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,300000.0,0.0,2,0,3,0.0,0.0,False
100000002913340100,terminal,0.62,2,0.278339,"Наблюдаемый конечный узел: вход от 1 клиентов (23,600 KZT), исходящих нет; колено 3<4.",3,False,1,0,23600.0,0.0,1,0,1,0.0,0.0,False
100000002914245100,terminal,0.62,21,0.349765,"Наблюдаемый конечный узел: вход от 1 клиентов (140,611 KZT), исходящих нет; колено 3<4.",3,False,1,0,140611.0,0.0,1,0,1,0.0,0.0,False
100000002916006100,peripheral,0.6,20,0.160169,"Недостаточно признаков роли: 0 плательщиков, 1 получателей, колено 0.",0,True,0,1,0.0,32000.0,0,1,1,0.0,0.0,False
100000002921047100,peripheral,0.6,11,0.611644,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 1.",1,False,2,1,338000.0,163000.02,2,1,3,9.27574948055803e-06,0.5,False
100000002922000100,peripheral,0.55,46,0.218947,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,448000.0,0.0,1,0,1,0.0,0.0,True
100000002926970100,terminal,0.62,8,0.332069,"Наблюдаемый конечный узел: вход от 1 клиентов (85,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,85000.0,0.0,1,0,1,0.0,0.0,False
100000002933386100,peripheral,0.6,4,0.340536,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,15000.0,58000.0,1,1,1,9.27574948055803e-06,0.0,False
100000002934441100,terminal,0.66,1,0.397332,"Наблюдаемый конечный узел: вход от 2 клиентов (60,846 KZT), исходящих нет; колено 1<4.",1,False,2,0,60845.6,0.0,2,0,1,0.0,0.0,False
100000002936322100,terminal,0.66,21,0.529747,"Наблюдаемый конечный узел: вход от 2 клиентов (787,133 KZT), исходящих нет; колено 3<4.",3,False,2,0,787133.0,0.0,2,0,2,0.0,0.0,False
100000002938501100,peripheral,0.6,5,0.381472,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 1.",1,False,1,1,8395.0,5000.0,1,1,2,9.27574948055803e-06,0.0,False
100000002939838100,terminal,0.7,5,0.59811,"Наблюдаемый конечный узел: вход от 3 клиентов (571,233 KZT), исходящих нет; колено 1<4.",1,False,3,0,571233.0,0.0,3,0,6,0.0,0.0,False
100000002941114100,peripheral,0.6,12,0.595592,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 1.",1,False,2,1,128510.0,15000.0,15,1,5,9.27574948055803e-06,0.13333333333333333,False
100000002943472100,terminal,0.62,3,0.448944,"Наблюдаемый конечный узел: вход от 1 клиентов (170,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,170000.0,0.0,1,0,3,0.0,0.0,False
100000002945031100,terminal,0.62,14,0.351126,"Наблюдаемый конечный узел: вход от 1 клиентов (15,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,15000.0,0.0,1,0,3,0.0,0.0,False
100000002945626100,terminal,0.7,3,0.588014,"Наблюдаемый конечный узел: вход от 3 клиентов (584,000 KZT), исходящих нет; колено 3<4.",3,False,3,0,584000.0,0.0,3,0,4,0.0,0.0,False
100000002947299100,terminal,0.62,4,0.425009,"Наблюдаемый конечный узел: вход от 1 клиентов (85,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,85000.0,0.0,1,0,3,0.0,0.0,False
100000002948492100,terminal,0.62,15,0.278528,"Наблюдаемый конечный узел: вход от 1 клиентов (23,660 KZT), исходящих нет; колено 3<4.",3,False,1,0,23660.0,0.0,1,0,1,0.0,0.0,False
100000002951898100,terminal,0.62,15,0.301442,"Наблюдаемый конечный узел: вход от 1 клиентов (39,990 KZT), исходящих нет; колено 3<4.",3,False,1,0,39990.0,0.0,1,0,1,0.0,0.0,False
100000002952631100,terminal,0.62,5,0.372754,"Наблюдаемый конечный узел: вход от 1 клиентов (48,050 KZT), исходящих нет; колено 1<4.",1,False,1,0,48050.0,0.0,1,0,2,0.0,0.0,False
100000002952756100,terminal,0.62,10,0.308437,"Наблюдаемый конечный узел: вход от 1 клиентов (47,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,47000.0,0.0,1,0,1,0.0,0.0,False
100000002954780100,terminal,0.62,3,0.347647,"Наблюдаемый конечный узел: вход от 1 клиентов (133,400 KZT), исходящих нет; колено 3<4.",3,False,1,0,133400.0,0.0,1,0,1,0.0,0.0,False
100000002956769100,terminal,0.7,10,0.573797,"Наблюдаемый конечный узел: вход от 3 клиентов (840,000 KZT), исходящих нет; колено 3<4.",3,False,3,0,840000.0,0.0,3,0,3,0.0,0.0,False
100000002956779100,terminal,0.62,4,0.38009,"Наблюдаемый конечный узел: вход от 1 клиентов (411,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,411000.0,0.0,1,0,1,0.0,0.0,False
100000002956898100,terminal,0.66,16,0.540939,"Наблюдаемый конечный узел: вход от 2 клиентов (290,240 KZT), исходящих нет; колено 2<4.",2,False,2,0,290240.0,0.0,2,0,3,0.0,0.0,False
100000002957306100,terminal,0.66,12,0.578221,"Наблюдаемый конечный узел: вход от 2 клиентов (398,490 KZT), исходящих нет; колено 1<4.",1,False,2,0,398490.0,0.0,2,0,8,0.0,0.0,False
100000002957787100,coordinator,0.71,1,0.900323,"Гипотеза координации: достижим из 4 seed, 4 плательщиков, мост 0.0026.",2,False,4,34,84956.0,1276153.96,7,41,4,0.002600196555971151,1.0,False
100000002958139100,terminal,0.62,3,0.426219,"Наблюдаемый конечный узел: вход от 1 клиентов (209,500 KZT), исходящих нет; колено 3<4.",3,False,1,0,209500.0,0.0,2,0,2,0.0,0.0,False
100000002958286100,terminal,0.62,3,0.368973,"Наблюдаемый конечный узел: вход от 1 клиентов (257,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,257000.0,0.0,1,0,1,0.0,0.0,False
100000002958343100,peripheral,0.6,11,0.426971,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 2.",2,False,1,2,2900000.0,1390000.0,4,17,1,0.0,0.5,False
100000002958345100,terminal,0.62,10,0.43726,"Наблюдаемый конечный узел: вход от 1 клиентов (307,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,307000.0,0.0,1,0,2,0.0,0.0,False
100000002963189100,peripheral,0.6,15,0.488851,"Недостаточно признаков роли: 1 плательщиков, 7 получателей, колено 3.",3,False,1,7,490000.0,5219000.0,3,15,1,3.710299792223212e-05,0.0,False
100000002964966100,terminal,0.62,4,0.424745,"Наблюдаемый конечный узел: вход от 1 клиентов (200,000 KZT), исходящих нет; колено 2<4.",2,False,1,0,200000.0,0.0,1,0,2,0.0,0.0,False
100000002968096100,peripheral,0.55,7,0.240004,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,70000.0,0.0,1,0,3,0.0,0.0,True
100000002969048100,terminal,0.62,9,0.342203,"Наблюдаемый конечный узел: вход от 1 клиентов (108,470 KZT), исходящих нет; колено 2<4.",2,False,1,0,108470.0,0.0,1,0,1,0.0,0.0,False
100000002970466100,peripheral,0.6,1,0.471244,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",3,False,1,2,23317.0,93000.0,1,3,2,1.855149896111606e-05,1.0,False
100000002971593100,peripheral,0.55,6,0.231481,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,49050.0,0.0,1,0,3,0.0,0.0,True
100000002973903100,terminal,0.7,13,0.53591,"Наблюдаемый конечный узел: вход от 3 клиентов (92,880 KZT), исходящих нет; колено 1<4.",1,False,3,0,92880.0,0.0,3,0,4,0.0,0.0,False
100000002974256100,terminal,0.62,13,0.239658,"Наблюдаемый конечный узел: вход от 1 клиентов (7,200 KZT), исходящих нет; колено 2<4.",2,False,1,0,7200.0,0.0,1,0,1,0.0,0.0,False
100000002975287100,terminal,0.62,17,0.258186,"Наблюдаемый конечный узел: вход от 1 клиентов (15,000 KZT), исходящих нет; колено 3<4.",3,False,1,0,15000.0,0.0,1,0,1,0.0,0.0,False
100000002975437100,peripheral,0.6,32,0.387478,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,530000.0,8500.0,2,1,1,0.0,0.0,False
100000002981489100,peripheral,0.55,6,0.194658,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,10000.0,0.0,1,0,3,0.0,0.0,True
100000002981527100,terminal,0.62,3,0.355512,"Наблюдаемый конечный узел: вход от 1 клиентов (168,000 KZT), исходящих нет; колено 1<4.",1,False,1,0,168000.0,0.0,1,0,1,0.0,0.0,False
100000002982252100,terminal,0.62,2,0.273613,"Наблюдаемый конечный узел: вход от 1 клиентов (20,320 KZT), исходящих нет; колено 1<4.",1,False,1,0,20320.0,0.0,1,0,1,0.0,0.0,False
100000002983426100,terminal,0.62,8,0.333279,"Наблюдаемый конечный узел: вход от 1 клиентов (88,945 KZT), исходящих нет; колено 3<4.",3,False,1,0,88945.0,0.0,1,0,1,0.0,0.0,False
100000002983879100,terminal,0.66,4,0.549333,"Наблюдаемый конечный узел: вход от 2 клиентов (200,050 KZT), исходящих нет; колено 2<4.",2,False,2,0,200050.0,0.0,2,0,4,0.0,0.0,False
100000002984403100,peripheral,0.6,27,0.35198,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 3.",3,False,1,1,20000.0,25000.0,1,1,1,9.27574948055803e-06,0.0,False
100000002986245100,peripheral,0.55,19,0.135543,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,5750.0,0.0,1,0,1,0.0,0.0,True
100000002988894100,peripheral,0.6,4,0.607573,"Недостаточно признаков роли: 1 плательщиков, 3 получателей, колено 1.",1,False,1,3,306121.0,77500.0,1,3,4,2.782724844167409e-05,1.0,False
100000002989353100,peripheral,0.6,10,0.53807,"Недостаточно признаков роли: 1 плательщиков, 2 получателей, колено 3.",3,False,1,2,500000.0,321160.0,2,2,2,9.27574948055803e-06,0.5,False
100000002990675100,terminal,0.62,6,0.408146,"Наблюдаемый конечный узел: вход от 1 клиентов (51,143 KZT), исходящих нет; колено 3<4.",3,False,1,0,51143.0,0.0,1,0,3,0.0,0.0,False
100000002991079100,peripheral,0.6,5,0.570185,"Недостаточно признаков роли: 2 плательщиков, 1 получателей, колено 1.",1,False,2,1,148900.0,11000.0,3,1,2,9.27574948055803e-06,0.6666666666666666,False
100000002992171100,terminal,0.62,2,0.256522,"Наблюдаемый конечный узел: вход от 1 клиентов (14,627 KZT), исходящих нет; колено 1<4.",1,False,1,0,14627.0,0.0,1,0,1,0.0,0.0,False
100000002994441100,peripheral,0.55,7,0.133222,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,5000.0,0.0,1,0,1,0.0,0.0,True
100000002999140100,peripheral,0.55,13,0.141354,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,10000.0,0.0,2,0,1,0.0,0.0,True
100000003001138100,peripheral,0.55,29,0.166987,"Граница обхода: колено 4, вход от 1 клиентов; исходящие за пределом выгрузки неизвестны.",4,False,1,0,30000.0,0.0,1,0,1,0.0,0.0,True
100000003001564100,peripheral,0.6,5,0.413801,"Недостаточно признаков роли: 1 плательщиков, 1 получателей, колено 1.",1,False,1,1,23520.0,180000.0,1,1,2,9.27574948055803e-06,0.0,False
